settlement_date,settlement_period,ssp,net_imbalance_volume,sell_price_adjustment,buy_price_adjustment,price_derivation_code,replacement_price,settlement_datetime,ssp_raw,is_spike,abs_imbalance_volume,price_derivation_code_P,hour,day_of_week,month,week_of_year,quarter,day_of_year,sin_sp,cos_sp,sin_hour,cos_hour,sin_dow,cos_dow,sin_month,cos_month,sin_annual,cos_annual,sin_half_annual,cos_half_annual,is_weekend,is_peak,is_evening_ramp,is_uk_holiday,is_business_day,ssp_lag_1,ssp_lag_2,ssp_lag_48,ssp_lag_96,ssp_lag_336,net_imbalance_volume_lag_1,net_imbalance_volume_lag_48,net_imbalance_volume_lag_336,ssp_roll_mean_6,ssp_roll_std_6,ssp_roll_min_6,ssp_roll_max_6,ssp_roll_mean_48,ssp_roll_std_48,ssp_roll_min_48,ssp_roll_max_48,ssp_roll_mean_336,ssp_roll_std_336,ssp_roll_min_336,ssp_roll_max_336,net_imbalance_volume_roll_mean_6,net_imbalance_volume_roll_std_6,net_imbalance_volume_roll_mean_48,net_imbalance_volume_roll_std_48,ssp_diff_1_48,ssp_diff_48_336
2026-04-12,11,16.52975105458361,-456.7264711237374,0.0,0.0,N,16.659583333333334,2026-04-12 05:00:00,16.52975105458361,False,456.7264711237374,0,5,6,4,15,2,102,0.9659258262890683,0.25881904510252074,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,0,0,0,0,21.69981247098466,21.28,,,,-339.00397055555555,,,18.54373814320908,3.8887834237506533,12.93,21.69981247098466,15.213242885925448,6.172451678097345,1.94,21.69981247098466,15.213242885925448,6.172451678097345,1.94,21.69981247098466,-318.91018030403103,101.77607265522434,-415.8440945564873,162.24630821176515,,
2026-04-12,12,12.437693300539976,-340.5584025453125,0.0,0.0,N,12.486875,2026-04-12 05:30:00,12.437693300539976,False,340.5584025453125,0,5,6,4,15,2,102,0.9914448613738104,0.1305261922200517,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,0,0,0,0,16.52975105458361,21.69981247098466,,,,-456.7264711237374,,,17.90027188351047,3.8412061830268094,12.93,21.69981247098466,15.332925446712553,5.8691402109273385,1.94,21.69981247098466,15.332925446712553,5.8691402109273385,1.94,21.69981247098466,-340.9611199280491,116.4794779467845,-419.56067424441915,154.41314932950692,,
2026-04-12,13,29.02,-263.7563888587563,0.0,0.0,N,29.02,2026-04-12 06:00:00,29.02,False,263.7563888587563,0,6,6,4,15,2,102,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,12.437693300539976,16.52975105458361,,,,-340.5584025453125,,,17.599542804351376,4.235304104961745,12.437693300539976,21.69981247098466,15.09165610119817,5.658074733354367,1.94,21.69981247098466,15.09165610119817,5.658074733354367,1.94,21.69981247098466,-371.42452261552575,75.78038304681417,-412.97715160282695,148.98305350478844,,
2026-04-12,14,15.06762371217478,-208.52088355819996,0.0,0.0,N,15.089333333333334,2026-04-12 06:30:00,15.06762371217478,False,208.52088355819996,0,6,6,4,15,2,102,0.9914448613738104,-0.1305261922200516,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,29.02,12.437693300539976,,,,-263.7563888587563,,,18.98287613768471,6.307090091137586,12.437693300539976,29.02,16.163067170336774,6.653493371316296,1.94,29.02,16.163067170336774,6.653493371316296,1.94,29.02,-336.1928844923429,66.4830193977537,-401.49863139174454,148.52313373135078,,
2026-04-12,15,66.2,131.54945922187122,0.0,0.0,P,66.2,2026-04-12 07:00:00,66.2,False,131.54945922187122,1,7,6,4,15,2,102,0.9659258262890683,-0.25881904510252063,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,15.06762371217478,29.02,,,,-208.52088355819996,,,19.339146756380504,5.946885682161088,12.437693300539976,29.02,16.08482120903949,6.399170444130285,1.94,29.02,16.08482120903949,6.399170444130285,1.94,29.02,-316.25008605434897,84.7933538790102,-387.7145065464914,151.73099597921578,,
2026-04-12,16,80.0,47.794489408735494,0.0,0.0,P,80.0,2026-04-12 07:30:00,80.0,False,47.794489408735494,1,7,6,4,15,2,102,0.9238795325112868,-0.3826834323650895,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,66.2,15.06762371217478,,,,131.54945922187122,,,26.82581342304717,20.16283132560292,12.437693300539976,66.2,19.425833128436857,14.333870244025928,1.94,66.2,19.425833128436857,14.333870244025928,1.94,66.2,-246.16944290328175,203.10591870804123,-353.0969088286005,198.37720777421262,,
2026-04-12,17,50.61,-84.6773559920635,0.0,0.0,N,50.61,2026-04-12 08:00:00,50.61,False,84.6773559920635,0,8,6,4,15,2,102,0.8660254037844387,-0.49999999999999983,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,80.0,66.2,,,,47.794489408735494,,,36.54251134454972,29.214488722882773,12.437693300539976,80.0,23.211718557909553,20.5204622151297,1.94,80.0,23.211718557909553,20.5204622151297,1.94,80.0,-181.70303290923326,227.64933865135043,-328.04119643876703,216.27428965814025,,
2026-04-12,18,50.43,-368.89627083333335,0.0,0.0,N,50.43,2026-04-12 08:30:00,50.43,False,368.89627083333335,0,8,6,4,15,2,102,0.7933533402912352,-0.6087614290087207,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,50.61,80.0,,,,-84.6773559920635,,,42.22255283545246,27.825305717330554,12.437693300539976,80.0,24.82338217215017,20.950610903273116,1.94,80.0,24.82338217215017,20.950610903273116,1.94,80.0,-119.69484705395426,184.2971007246272,-313.7256764124903,217.56616872982278,,
2026-04-12,19,-6.8561786147140635,-325.2317057306763,0.0,0.0,N,-5.717996783333334,2026-04-12 09:00:00,-6.8561786147140635,False,325.2317057306763,0,9,6,4,15,2,102,0.7071067811865476,-0.7071067811865475,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,50.43,50.61,,,,-368.89627083333335,,,48.55460395202913,23.710307019105745,15.06762371217478,80.0,26.24597205147516,21.202276121904873,1.94,80.0,26.24597205147516,21.202276121904873,1.94,80.0,-124.41782510195772,191.31853387325066,-316.7907094358705,211.47038441063773,,
2026-04-12,20,24.82,-100.4455606999537,0.0,0.0,N,24.82,2026-04-12 09:30:00,24.82,False,100.4455606999537,0,9,6,4,15,2,102,0.6087614290087209,-0.793353340291235,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,-6.8561786147140635,50.43,,,,-325.2317057306763,,,42.57524084957679,32.51193832773347,-6.8561786147140635,80.0,24.503753595359935,21.959814203880093,-6.8561786147140635,80.0,24.503753595359935,21.959814203880093,-6.8561786147140635,80.0,-134.66371124727775,201.64077822850788,-317.234972398755,205.52139650758917,,
2026-04-12,21,25.13,-144.82859094566416,0.0,0.0,N,25.13,2026-04-12 10:00:00,25.13,False,144.82859094566416,0,10,6,4,15,2,102,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,24.82,-6.8561786147140635,,,,-100.4455606999537,,,44.20063689754766,31.073650484948676,-6.8561786147140635,80.0,24.51956591559194,21.374230584908393,-6.8561786147140635,80.0,24.51956591559194,21.374230584908393,-6.8561786147140635,80.0,-116.65115743757002,198.5267259487346,-306.395501813815,205.82958794227036,,
2026-04-12,22,55.0,227.14739510097223,0.0,0.0,P,55.0,2026-04-12 10:30:00,55.0,False,227.14739510097223,1,10,6,4,15,2,102,0.3826834323650899,-0.9238795325112867,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,25.13,24.82,,,,-144.82859094566416,,,37.35563689754766,29.753829457964965,-6.8561786147140635,80.0,24.548634205325655,20.833448843550137,-6.8561786147140635,80.0,24.548634205325655,20.833448843550137,-6.8561786147140635,80.0,-162.71416579882592,157.1775567903136,-298.70183939152207,203.69234050325213,,
2026-04-12,23,49.87,119.85261772569444,0.0,0.0,P,49.87,2026-04-12 11:00:00,49.87,False,119.85261772569444,1,11,6,4,15,2,102,0.258819045102521,-0.9659258262890682,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,55.0,25.13,,,,227.14739510097223,,,33.18897023088099,23.727903469455683,-6.8561786147140635,55.0,25.93278719599267,21.342767420038374,-6.8561786147140635,80.0,25.93278719599267,21.342767420038374,-6.8561786147140635,80.0,-132.82201485011979,212.52803128658155,-274.79960146004504,228.21875840969045,,
2026-04-12,24,44.2,9.500760462962964,0.0,0.0,P,44.2,2026-04-12 11:30:00,44.2,False,9.500760462962964,1,11,6,4,15,2,102,0.130526192220052,-0.9914448613738104,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,49.87,55.0,,,,119.85261772569444,,,33.065636897547655,23.620923879281573,-6.8561786147140635,55.0,26.973535578775596,21.44110928839643,-6.8561786147140635,80.0,26.973535578775596,21.44110928839643,-6.8561786147140635,80.0,-98.73368589716016,236.81017594634056,-257.6408093215347,237.67227763183536,,
2026-04-12,25,46.42,19.927274212962963,0.0,0.0,P,46.42,2026-04-12 12:00:00,46.42,False,19.927274212962963,1,12,6,4,15,2,102,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.9829265519799822,-0.18399835165768005,-0.3617137307297674,-0.9322892131745134,1,1,0,0,0,44.2,49.87,,,,9.500760462962964,,,32.02730356421432,22.828597607522234,-6.8561786147140635,55.0,27.69130492965995,21.262594358498465,-6.8561786147140635,80.0,27.69130492965995,21.262594358498465,-6.8561786147140635,80.0,-35.667514014444095,197.61483649894785,-246.5099105805139,238.75852333956217,,
