settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-12 00:00:00,2026-06-12,1,52.68,17.72,52.68,104.33,66.06,-13.38
2026-06-12 00:30:00,2026-06-12,2,54.12,15.42,54.12,109.51,66.06,-11.94
2026-06-12 01:00:00,2026-06-12,3,51.4,11.54,51.4,107.97,66.06,-14.65
2026-06-12 01:30:00,2026-06-12,4,52.05,13.24,52.05,107.56,66.06,-14.01
2026-06-12 02:00:00,2026-06-12,5,50.58,12.34,50.58,105.52,66.06,-15.48
2026-06-12 02:30:00,2026-06-12,6,52.82,13.42,52.82,108.91,66.06,-13.24
2026-06-12 03:00:00,2026-06-12,7,50.03,14.77,50.03,101.99,66.06,-16.03
2026-06-12 03:30:00,2026-06-12,8,48.57,8.86,48.57,104.98,66.06,-17.49
2026-06-12 04:00:00,2026-06-12,9,53.52,12.79,53.52,110.95,66.06,-12.53
2026-06-12 04:30:00,2026-06-12,10,51.2,8.91,51.2,110.18,66.06,-14.86
2026-06-12 05:00:00,2026-06-12,11,55.28,13.05,55.28,114.2,66.06,-10.78
2026-06-12 05:30:00,2026-06-12,12,53.7,10.15,53.7,113.94,66.06,-12.36
2026-06-12 06:00:00,2026-06-12,13,75.56,33.37,75.56,134.44,66.06,9.5
2026-06-12 06:30:00,2026-06-12,14,81.39,42.76,81.39,136.71,66.06,15.33
2026-06-12 07:00:00,2026-06-12,15,80.28,38.36,80.28,138.91,66.06,14.23
2026-06-12 07:30:00,2026-06-12,16,83.19,43.04,83.19,140.03,66.06,17.13
2026-06-12 08:00:00,2026-06-12,17,76.57,31.37,76.57,138.46,66.06,10.51
2026-06-12 08:30:00,2026-06-12,18,76.86,34.34,76.86,136.07,66.06,10.8
2026-06-12 09:00:00,2026-06-12,19,67.21,20.78,67.21,130.33,66.06,1.15
2026-06-12 09:30:00,2026-06-12,20,66.54,20.52,66.54,129.27,66.06,0.49
2026-06-12 10:00:00,2026-06-12,21,59.46,9.72,59.46,125.89,66.06,-6.6
2026-06-12 10:30:00,2026-06-12,22,59.65,6.36,59.65,129.64,66.06,-6.4
2026-06-12 11:00:00,2026-06-12,23,56.78,5.18,56.78,125.07,66.06,-9.28
2026-06-12 11:30:00,2026-06-12,24,54.83,8.67,54.83,117.69,66.06,-11.23
2026-06-12 12:00:00,2026-06-12,25,54.55,3.75,54.55,122.06,66.06,-11.5
2026-06-12 12:30:00,2026-06-12,26,53.65,-1.13,53.65,125.13,66.06,-12.41
2026-06-12 13:00:00,2026-06-12,27,53.34,5.11,53.34,118.27,66.06,-12.71
2026-06-12 13:30:00,2026-06-12,28,52.54,5.41,52.54,116.37,66.06,-13.52
2026-06-12 14:00:00,2026-06-12,29,52.56,1.46,52.56,120.35,66.06,-13.5
2026-06-12 14:30:00,2026-06-12,30,54.37,1.45,54.37,123.99,66.06,-11.69
2026-06-12 15:00:00,2026-06-12,31,51.49,-2.0,51.49,121.68,66.06,-14.57
2026-06-12 15:30:00,2026-06-12,32,52.63,-3.04,52.63,125.0,66.06,-13.43
2026-06-12 16:00:00,2026-06-12,33,60.37,-0.38,60.37,137.81,66.06,-5.69
2026-06-12 16:30:00,2026-06-12,34,61.21,1.46,61.21,137.66,66.06,-4.84
2026-06-12 17:00:00,2026-06-12,35,80.21,31.9,80.21,145.22,66.06,14.15
2026-06-12 17:30:00,2026-06-12,36,79.88,27.41,79.88,149.04,66.06,13.82
2026-06-12 18:00:00,2026-06-12,37,89.5,36.09,89.5,159.61,66.06,23.45
2026-06-12 18:30:00,2026-06-12,38,88.01,44.05,88.01,148.67,66.06,21.96
2026-06-12 19:00:00,2026-06-12,39,102.6,58.07,102.6,163.84,66.06,36.55
2026-06-12 19:30:00,2026-06-12,40,100.77,58.89,100.77,159.35,66.06,34.71
2026-06-12 20:00:00,2026-06-12,41,97.85,50.4,97.85,162.0,66.06,31.8
2026-06-12 20:30:00,2026-06-12,42,100.26,58.58,100.26,158.64,66.06,34.21
2026-06-12 21:00:00,2026-06-12,43,82.57,40.57,82.57,141.27,66.06,16.51
2026-06-12 21:30:00,2026-06-12,44,82.95,43.19,82.95,139.41,66.06,16.9
2026-06-12 22:00:00,2026-06-12,45,69.04,28.54,69.04,126.24,66.06,2.98
2026-06-12 22:30:00,2026-06-12,46,67.01,25.64,67.01,125.09,66.06,0.96
2026-06-12 23:00:00,2026-06-12,47,67.89,20.17,67.89,132.3,66.06,1.83
2026-06-12 23:30:00,2026-06-12,48,67.51,28.56,67.51,123.16,66.06,1.45
