settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-06-20 00:00:00,2026-06-20,1,103.06,67.76,103.06,126.4,101.74,1.32,False
2026-06-20 00:30:00,2026-06-20,2,102.58,63.54,102.58,129.66,101.74,0.84,False
2026-06-20 01:00:00,2026-06-20,3,103.92,63.71,103.92,132.16,101.74,2.18,False
2026-06-20 01:30:00,2026-06-20,4,104.95,65.79,104.95,132.14,101.74,3.21,False
2026-06-20 02:00:00,2026-06-20,5,101.66,63.07,101.66,128.29,101.74,-0.08,False
2026-06-20 02:30:00,2026-06-20,6,92.24,52.5,92.24,120.01,101.74,-9.5,False
2026-06-20 03:00:00,2026-06-20,7,93.29,57.68,93.29,116.94,101.74,-8.45,False
2026-06-20 03:30:00,2026-06-20,8,95.77,55.71,95.77,123.87,101.74,-5.97,False
2026-06-20 04:00:00,2026-06-20,9,95.51,54.43,95.51,124.63,101.74,-6.23,False
2026-06-20 04:30:00,2026-06-20,10,100.8,58.17,100.8,131.47,101.74,-0.94,False
2026-06-20 05:00:00,2026-06-20,11,99.58,57.01,99.58,130.19,101.74,-2.16,False
2026-06-20 05:30:00,2026-06-20,12,89.88,46.0,89.88,121.81,101.74,-11.85,False
2026-06-20 06:00:00,2026-06-20,13,109.54,67.01,109.54,140.11,101.74,7.8,False
2026-06-20 06:30:00,2026-06-20,14,115.46,76.5,115.46,142.47,101.74,13.73,False
2026-06-20 07:00:00,2026-06-20,15,120.02,77.75,120.02,150.32,101.74,18.28,False
2026-06-20 07:30:00,2026-06-20,16,118.66,78.17,118.66,147.18,101.74,16.92,False
2026-06-20 08:00:00,2026-06-20,17,120.78,75.24,120.78,154.36,101.74,19.04,False
2026-06-20 08:30:00,2026-06-20,18,117.34,74.48,117.34,148.23,101.74,15.6,False
2026-06-20 09:00:00,2026-06-20,19,112.82,66.05,112.82,147.62,101.74,11.08,False
2026-06-20 09:30:00,2026-06-20,20,110.14,63.77,110.14,144.55,101.74,8.4,False
2026-06-20 10:00:00,2026-06-20,21,110.41,60.33,110.41,148.53,101.74,8.67,False
2026-06-20 10:30:00,2026-06-20,22,100.96,47.32,100.96,142.64,101.74,-0.78,False
2026-06-20 11:00:00,2026-06-20,23,98.02,46.08,98.02,138.0,101.74,-3.72,False
2026-06-20 11:30:00,2026-06-20,24,100.33,53.82,100.33,134.88,101.74,-1.41,False
2026-06-20 12:00:00,2026-06-20,25,100.7,49.55,100.7,139.89,101.74,-1.04,False
2026-06-20 12:30:00,2026-06-20,26,101.46,46.33,101.46,144.63,101.74,-0.28,False
2026-06-20 13:00:00,2026-06-20,27,94.55,45.97,94.55,131.17,101.74,-7.19,False
2026-06-20 13:30:00,2026-06-20,28,93.78,46.3,93.78,129.29,101.74,-7.96,False
2026-06-20 14:00:00,2026-06-20,29,94.64,43.2,94.64,134.12,101.74,-7.1,False
2026-06-20 14:30:00,2026-06-20,30,101.93,48.66,101.93,143.24,101.74,0.19,False
2026-06-20 15:00:00,2026-06-20,31,101.81,47.97,101.81,143.68,101.74,0.07,False
2026-06-20 15:30:00,2026-06-20,32,100.52,44.5,100.52,144.57,101.74,-1.22,False
2026-06-20 16:00:00,2026-06-20,33,106.12,45.03,106.12,155.25,101.74,4.38,False
2026-06-20 16:30:00,2026-06-20,34,107.76,47.66,107.76,155.9,101.74,6.02,False
2026-06-20 17:00:00,2026-06-20,35,123.06,74.4,123.06,159.75,101.74,21.32,False
2026-06-20 17:30:00,2026-06-20,36,118.91,66.1,118.91,159.76,101.74,17.17,False
2026-06-20 18:00:00,2026-06-20,37,108.56,54.8,108.56,150.36,101.74,6.82,False
2026-06-20 18:30:00,2026-06-20,38,110.24,65.93,110.24,142.59,101.74,8.5,False
2026-06-20 19:00:00,2026-06-20,39,132.41,87.53,132.41,165.33,101.74,30.67,False
2026-06-20 19:30:00,2026-06-20,40,134.49,92.26,134.49,164.76,101.74,32.75,False
2026-06-20 20:00:00,2026-06-20,41,124.82,77.02,124.82,160.66,101.74,23.08,False
2026-06-20 20:30:00,2026-06-20,42,125.18,83.15,125.18,155.25,101.74,23.44,False
2026-06-20 21:00:00,2026-06-20,43,125.57,83.22,125.57,155.96,101.74,23.83,False
2026-06-20 21:30:00,2026-06-20,44,126.66,86.55,126.66,154.81,101.74,24.92,False
2026-06-20 22:00:00,2026-06-20,45,108.48,67.63,108.48,137.36,101.74,6.74,False
2026-06-20 22:30:00,2026-06-20,46,112.96,71.24,112.96,142.72,101.74,11.22,False
2026-06-20 23:00:00,2026-06-20,47,114.31,66.25,114.31,150.41,101.74,12.57,False
2026-06-20 23:30:00,2026-06-20,48,108.87,69.57,108.87,136.21,101.74,7.13,False
