settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-07-08 00:00:00,2026-07-08,1,94.6,69.93,94.6,127.31,102.41,-7.81,False
2026-07-08 00:30:00,2026-07-08,2,89.5,61.09,89.5,125.95,102.41,-12.91,False
2026-07-08 01:00:00,2026-07-08,3,89.67,60.09,89.67,127.29,102.41,-12.74,False
2026-07-08 01:30:00,2026-07-08,4,92.66,64.13,92.66,129.23,102.41,-9.75,False
2026-07-08 02:00:00,2026-07-08,5,90.6,62.63,90.6,126.6,102.41,-11.81,False
2026-07-08 02:30:00,2026-07-08,6,92.09,62.97,92.09,129.24,102.41,-10.32,False
2026-07-08 03:00:00,2026-07-08,7,91.46,66.47,91.46,124.48,102.41,-10.95,False
2026-07-08 03:30:00,2026-07-08,8,93.36,63.92,93.36,130.83,102.41,-9.06,False
2026-07-08 04:00:00,2026-07-08,9,93.01,62.56,93.01,131.5,102.41,-9.4,False
2026-07-08 04:30:00,2026-07-08,10,89.78,57.77,89.78,129.82,102.41,-12.63,False
2026-07-08 05:00:00,2026-07-08,11,102.1,70.16,102.1,142.08,102.41,-0.31,False
2026-07-08 05:30:00,2026-07-08,12,102.99,69.72,102.99,144.29,102.41,0.58,False
2026-07-08 06:00:00,2026-07-08,13,123.15,91.25,123.15,163.09,102.41,20.74,False
2026-07-08 06:30:00,2026-07-08,14,136.1,107.75,136.1,172.48,102.41,33.68,False
2026-07-08 07:00:00,2026-07-08,15,126.11,94.46,126.11,165.79,102.41,23.7,False
2026-07-08 07:30:00,2026-07-08,16,127.27,97.41,127.27,165.17,102.41,24.86,False
2026-07-08 08:00:00,2026-07-08,17,113.93,79.02,113.93,156.88,102.41,11.52,False
2026-07-08 08:30:00,2026-07-08,18,112.65,80.41,112.65,152.92,102.41,10.24,False
2026-07-08 09:00:00,2026-07-08,19,104.7,68.55,104.7,148.88,102.41,2.29,False
2026-07-08 09:30:00,2026-07-08,20,97.74,62.0,97.74,141.52,102.41,-4.67,False
2026-07-08 10:00:00,2026-07-08,21,112.37,72.91,112.37,159.86,102.41,9.96,False
2026-07-08 10:30:00,2026-07-08,22,112.9,69.89,112.9,163.95,102.41,10.49,False
2026-07-08 11:00:00,2026-07-08,23,111.94,70.62,111.94,161.29,102.41,9.52,False
2026-07-08 11:30:00,2026-07-08,24,117.97,82.08,117.97,161.89,102.41,15.55,False
2026-07-08 12:00:00,2026-07-08,25,107.35,66.82,107.35,155.91,102.41,4.93,False
2026-07-08 12:30:00,2026-07-08,26,109.04,64.53,109.04,161.58,102.41,6.62,False
2026-07-08 13:00:00,2026-07-08,27,108.54,70.59,108.54,154.53,102.41,6.13,False
2026-07-08 13:30:00,2026-07-08,28,109.31,72.45,109.31,154.2,102.41,6.9,False
2026-07-08 14:00:00,2026-07-08,29,116.99,76.17,116.99,165.84,102.41,14.57,False
2026-07-08 14:30:00,2026-07-08,30,114.48,71.83,114.48,165.16,102.41,12.07,False
2026-07-08 15:00:00,2026-07-08,31,102.68,59.46,102.68,153.93,102.41,0.27,False
2026-07-08 15:30:00,2026-07-08,32,110.4,65.01,110.4,163.83,102.41,7.99,False
2026-07-08 16:00:00,2026-07-08,33,95.35,44.88,95.35,153.85,102.41,-7.06,False
2026-07-08 16:30:00,2026-07-08,34,96.51,47.04,96.51,154.02,102.41,-5.9,False
2026-07-08 17:00:00,2026-07-08,35,103.02,64.98,103.02,149.09,102.41,0.61,False
2026-07-08 17:30:00,2026-07-08,36,111.09,68.91,111.09,161.31,102.41,8.68,False
2026-07-08 18:00:00,2026-07-08,37,119.53,76.39,119.53,170.69,102.41,17.11,False
2026-07-08 18:30:00,2026-07-08,38,116.25,82.56,116.25,157.97,102.41,13.83,False
2026-07-08 19:00:00,2026-07-08,39,130.33,96.08,130.33,172.62,102.41,27.92,False
2026-07-08 19:30:00,2026-07-08,40,137.74,106.14,137.74,177.38,102.41,35.33,False
2026-07-08 20:00:00,2026-07-08,41,137.28,100.1,137.28,182.49,102.41,34.87,False
2026-07-08 20:30:00,2026-07-08,42,136.45,105.05,136.45,175.89,102.41,34.04,False
2026-07-08 21:00:00,2026-07-08,43,122.0,90.28,122.0,161.76,102.41,19.59,False
2026-07-08 21:30:00,2026-07-08,44,123.09,93.61,123.09,160.61,102.41,20.68,False
2026-07-08 22:00:00,2026-07-08,45,106.05,75.83,106.05,144.31,102.41,3.64,False
2026-07-08 22:30:00,2026-07-08,46,111.26,80.17,111.26,150.39,102.41,8.85,False
2026-07-08 23:00:00,2026-07-08,47,108.29,70.85,108.29,153.76,102.41,5.87,False
2026-07-08 23:30:00,2026-07-08,48,101.63,72.96,101.63,138.34,102.41,-0.78,False
