settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-10 00:00:00,2026-06-10,1,96.65,66.66,96.65,115.99,101.94,-5.29
2026-06-10 00:30:00,2026-06-10,2,92.7,58.97,92.7,115.78,101.94,-9.24
2026-06-10 01:00:00,2026-06-10,3,91.56,56.67,91.56,115.81,101.94,-10.38
2026-06-10 01:30:00,2026-06-10,4,86.01,52.16,86.01,109.2,101.94,-15.93
2026-06-10 02:00:00,2026-06-10,5,84.56,51.28,84.56,107.19,101.94,-17.38
2026-06-10 02:30:00,2026-06-10,6,84.64,50.21,84.64,108.41,101.94,-17.31
2026-06-10 03:00:00,2026-06-10,7,84.0,53.7,84.0,103.65,101.94,-17.94
2026-06-10 03:30:00,2026-06-10,8,84.33,49.58,84.33,108.43,101.94,-17.61
2026-06-10 04:00:00,2026-06-10,9,89.93,54.16,89.93,115.05,101.94,-12.01
2026-06-10 04:30:00,2026-06-10,10,91.21,53.89,91.21,117.88,101.94,-10.73
2026-06-10 05:00:00,2026-06-10,11,90.05,52.79,90.05,116.66,101.94,-11.89
2026-06-10 05:30:00,2026-06-10,12,90.8,52.22,90.8,118.73,101.94,-11.14
2026-06-10 06:00:00,2026-06-10,13,123.37,86.15,123.37,149.94,101.94,21.43
2026-06-10 06:30:00,2026-06-10,14,123.19,89.53,123.19,146.19,101.94,21.24
2026-06-10 07:00:00,2026-06-10,15,125.84,88.89,125.84,152.15,101.94,23.9
2026-06-10 07:30:00,2026-06-10,16,123.82,88.64,123.82,148.35,101.94,21.88
2026-06-10 08:00:00,2026-06-10,17,121.59,81.36,121.59,151.17,101.94,19.65
2026-06-10 08:30:00,2026-06-10,18,120.17,82.62,120.17,147.07,101.94,18.23
2026-06-10 09:00:00,2026-06-10,19,102.03,60.57,102.03,132.84,101.94,0.09
2026-06-10 09:30:00,2026-06-10,20,105.07,64.01,105.07,135.48,101.94,3.13
2026-06-10 10:00:00,2026-06-10,21,99.68,54.91,99.68,133.79,101.94,-2.27
2026-06-10 10:30:00,2026-06-10,22,96.41,48.08,96.41,134.08,101.94,-5.53
2026-06-10 11:00:00,2026-06-10,23,91.85,45.22,91.85,127.83,101.94,-10.09
2026-06-10 11:30:00,2026-06-10,24,84.71,43.51,84.71,115.26,101.94,-17.23
2026-06-10 12:00:00,2026-06-10,25,89.66,43.82,89.66,124.85,101.94,-12.28
2026-06-10 12:30:00,2026-06-10,26,88.17,38.35,88.17,127.34,101.94,-13.77
2026-06-10 13:00:00,2026-06-10,27,84.9,41.63,84.9,117.52,101.94,-17.04
2026-06-10 13:30:00,2026-06-10,28,84.52,42.35,84.52,116.04,101.94,-17.42
2026-06-10 14:00:00,2026-06-10,29,88.23,42.11,88.23,123.71,101.94,-13.71
2026-06-10 14:30:00,2026-06-10,30,87.63,39.67,87.63,124.93,101.94,-14.32
2026-06-10 15:00:00,2026-06-10,31,84.86,36.33,84.86,122.74,101.94,-17.08
2026-06-10 15:30:00,2026-06-10,32,80.83,30.12,80.83,120.88,101.94,-21.11
2026-06-10 16:00:00,2026-06-10,33,86.09,30.31,86.09,131.21,101.94,-15.85
2026-06-10 16:30:00,2026-06-10,34,96.54,41.75,96.54,140.67,101.94,-5.4
2026-06-10 17:00:00,2026-06-10,35,104.8,61.45,104.8,137.49,101.94,2.85
2026-06-10 17:30:00,2026-06-10,36,113.04,65.54,113.04,149.88,101.94,11.1
2026-06-10 18:00:00,2026-06-10,37,122.87,74.42,122.87,160.67,101.94,20.93
2026-06-10 18:30:00,2026-06-10,38,120.78,81.78,120.78,149.12,101.94,18.84
2026-06-10 19:00:00,2026-06-10,39,134.38,94.81,134.38,163.3,101.94,32.44
2026-06-10 19:30:00,2026-06-10,40,135.99,99.07,135.99,162.26,101.94,34.05
2026-06-10 20:00:00,2026-06-10,41,126.16,83.67,126.16,157.99,101.94,24.21
2026-06-10 20:30:00,2026-06-10,42,123.55,86.83,123.55,149.61,101.94,21.61
2026-06-10 21:00:00,2026-06-10,43,117.04,80.0,117.04,143.43,101.94,15.1
2026-06-10 21:30:00,2026-06-10,44,118.98,84.18,118.98,143.12,101.94,17.03
2026-06-10 22:00:00,2026-06-10,45,102.92,67.38,102.92,127.8,101.94,0.97
2026-06-10 22:30:00,2026-06-10,46,102.22,65.81,102.22,127.98,101.94,0.28
2026-06-10 23:00:00,2026-06-10,47,102.5,59.75,102.5,134.6,101.94,0.56
2026-06-10 23:30:00,2026-06-10,48,99.9,65.91,99.9,123.23,101.94,-2.05
