settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-06-16 00:00:00,2026-06-16,1,96.81,73.7,96.81,102.07,104.3,-7.48,False
2026-06-16 00:30:00,2026-06-16,2,97.04,73.93,97.04,102.3,104.3,-7.25,False
2026-06-16 01:00:00,2026-06-16,3,93.34,70.23,93.34,98.6,104.3,-10.95,False
2026-06-16 01:30:00,2026-06-16,4,93.25,70.14,93.25,98.5,104.3,-11.05,False
2026-06-16 02:00:00,2026-06-16,5,89.4,66.29,89.4,94.66,104.3,-14.89,False
2026-06-16 02:30:00,2026-06-16,6,90.11,67.0,90.11,95.37,104.3,-14.18,False
2026-06-16 03:00:00,2026-06-16,7,87.69,64.58,87.69,92.95,104.3,-16.6,False
2026-06-16 03:30:00,2026-06-16,8,88.47,65.36,88.47,93.72,104.3,-15.83,False
2026-06-16 04:00:00,2026-06-16,9,84.14,61.03,84.14,89.4,104.3,-20.15,False
2026-06-16 04:30:00,2026-06-16,10,84.31,61.19,84.31,89.56,104.3,-19.99,False
2026-06-16 05:00:00,2026-06-16,11,91.05,67.94,91.05,96.3,104.3,-13.25,False
2026-06-16 05:30:00,2026-06-16,12,89.52,66.41,89.52,94.78,104.3,-14.77,False
2026-06-16 06:00:00,2026-06-16,13,112.68,89.56,112.68,117.93,104.3,8.38,False
2026-06-16 06:30:00,2026-06-16,14,113.05,89.94,113.05,118.31,104.3,8.76,False
2026-06-16 07:00:00,2026-06-16,15,119.21,96.1,119.21,124.46,104.3,14.91,False
2026-06-16 07:30:00,2026-06-16,16,117.06,93.95,117.06,122.31,104.3,12.76,False
2026-06-16 08:00:00,2026-06-16,17,118.39,95.28,118.39,123.65,104.3,14.1,False
2026-06-16 08:30:00,2026-06-16,18,113.91,90.79,113.91,119.16,104.3,9.61,False
2026-06-16 09:00:00,2026-06-16,19,92.4,69.29,92.4,97.65,104.3,-11.9,False
2026-06-16 09:30:00,2026-06-16,20,101.06,77.95,101.06,106.32,104.3,-3.23,False
2026-06-16 10:00:00,2026-06-16,21,96.28,73.16,96.28,101.53,104.3,-8.02,False
2026-06-16 10:30:00,2026-06-16,22,97.93,74.82,97.93,103.18,104.3,-6.37,False
2026-06-16 11:00:00,2026-06-16,23,95.65,72.54,95.65,100.9,104.3,-8.65,False
2026-06-16 11:30:00,2026-06-16,24,103.45,80.34,103.45,108.71,104.3,-0.84,False
2026-06-16 12:00:00,2026-06-16,25,95.24,72.13,95.24,100.49,104.3,-9.06,False
2026-06-16 12:30:00,2026-06-16,26,99.44,76.32,99.44,104.69,104.3,-4.86,False
2026-06-16 13:00:00,2026-06-16,27,96.54,73.43,96.54,101.79,104.3,-7.76,False
2026-06-16 13:30:00,2026-06-16,28,95.43,72.32,95.43,100.68,104.3,-8.86,False
2026-06-16 14:00:00,2026-06-16,29,95.67,72.56,95.67,100.93,104.3,-8.62,False
2026-06-16 14:30:00,2026-06-16,30,98.09,74.98,98.09,103.35,104.3,-6.2,False
2026-06-16 15:00:00,2026-06-16,31,96.98,73.87,96.98,102.23,104.3,-7.32,False
2026-06-16 15:30:00,2026-06-16,32,99.82,76.71,99.82,105.08,104.3,-4.47,False
2026-06-16 16:00:00,2026-06-16,33,112.45,89.34,112.45,117.7,104.3,8.15,False
2026-06-16 16:30:00,2026-06-16,34,107.0,83.88,107.0,112.25,104.3,2.7,False
2026-06-16 17:00:00,2026-06-16,35,116.56,93.45,116.56,121.82,104.3,12.27,False
2026-06-16 17:30:00,2026-06-16,36,118.71,95.6,118.71,123.97,104.3,14.42,False
2026-06-16 18:00:00,2026-06-16,37,116.81,93.7,116.81,122.07,104.3,12.52,False
2026-06-16 18:30:00,2026-06-16,38,113.76,90.65,113.76,119.01,104.3,9.46,False
2026-06-16 19:00:00,2026-06-16,39,134.41,111.3,134.41,139.66,104.3,30.11,False
2026-06-16 19:30:00,2026-06-16,40,138.13,115.02,138.13,143.38,104.3,33.83,False
2026-06-16 20:00:00,2026-06-16,41,135.81,112.7,135.81,141.07,104.3,31.52,False
2026-06-16 20:30:00,2026-06-16,42,132.8,109.69,132.8,138.06,104.3,28.51,False
2026-06-16 21:00:00,2026-06-16,43,123.17,100.05,123.17,128.42,104.3,18.87,False
2026-06-16 21:30:00,2026-06-16,44,125.8,102.69,125.8,131.05,104.3,21.5,False
2026-06-16 22:00:00,2026-06-16,45,112.3,89.19,112.3,117.56,104.3,8.01,False
2026-06-16 22:30:00,2026-06-16,46,110.28,87.17,110.28,115.53,104.3,5.99,False
2026-06-16 23:00:00,2026-06-16,47,99.74,76.63,99.74,104.99,104.3,-4.56,False
2026-06-16 23:30:00,2026-06-16,48,100.0,76.89,100.0,105.26,104.3,-4.29,False
