settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-01 00:00:00,2026-06-01,1,101.14,70.46,101.14,117.13,106.36,-5.22
2026-06-01 00:30:00,2026-06-01,2,95.23,60.81,95.23,114.95,106.36,-11.13
2026-06-01 01:00:00,2026-06-01,3,100.53,64.95,100.53,121.43,106.36,-5.82
2026-06-01 01:30:00,2026-06-01,4,102.08,67.54,102.08,121.93,106.36,-4.28
2026-06-01 02:00:00,2026-06-01,5,106.47,72.5,106.47,125.74,106.36,0.11
2026-06-01 02:30:00,2026-06-01,6,106.09,70.97,106.09,126.52,106.36,-0.27
2026-06-01 03:00:00,2026-06-01,7,100.36,69.38,100.36,116.66,106.36,-5.99
2026-06-01 03:30:00,2026-06-01,8,103.31,67.87,103.31,124.05,106.36,-3.05
2026-06-01 04:00:00,2026-06-01,9,107.99,71.53,107.99,129.75,106.36,1.63
2026-06-01 04:30:00,2026-06-01,10,108.79,70.78,108.79,132.1,106.36,2.43
2026-06-01 05:00:00,2026-06-01,11,107.44,69.49,107.44,130.69,106.36,1.08
2026-06-01 05:30:00,2026-06-01,12,102.47,63.21,102.47,127.05,106.36,-3.88
2026-06-01 06:00:00,2026-06-01,13,112.02,74.12,112.02,135.24,106.36,5.67
2026-06-01 06:30:00,2026-06-01,14,111.15,76.81,111.15,130.81,106.36,4.8
2026-06-01 07:00:00,2026-06-01,15,99.36,61.71,99.36,122.31,106.36,-7.0
2026-06-01 07:30:00,2026-06-01,16,100.31,64.44,100.31,121.49,106.36,-6.05
2026-06-01 08:00:00,2026-06-01,17,89.36,48.44,89.36,115.59,106.36,-17.0
2026-06-01 08:30:00,2026-06-01,18,90.69,52.45,90.69,114.24,106.36,-15.67
2026-06-01 09:00:00,2026-06-01,19,86.1,43.95,86.1,113.56,106.36,-20.26
2026-06-01 09:30:00,2026-06-01,20,87.92,46.17,87.92,114.97,106.36,-18.44
2026-06-01 10:00:00,2026-06-01,21,68.19,22.74,68.19,98.96,106.36,-38.16
2026-06-01 10:30:00,2026-06-01,22,65.69,16.67,65.69,100.01,106.36,-40.67
2026-06-01 11:00:00,2026-06-01,23,84.84,37.52,84.84,117.46,106.36,-21.52
2026-06-01 11:30:00,2026-06-01,24,86.21,44.33,86.21,113.41,106.36,-20.14
2026-06-01 12:00:00,2026-06-01,25,79.59,33.06,79.59,111.43,106.36,-26.77
2026-06-01 12:30:00,2026-06-01,26,80.96,30.46,80.96,116.78,106.36,-25.39
2026-06-01 13:00:00,2026-06-01,27,76.22,32.26,76.22,105.48,106.36,-30.14
2026-06-01 13:30:00,2026-06-01,28,73.8,30.95,73.8,101.97,106.36,-32.55
2026-06-01 14:00:00,2026-06-01,29,75.37,28.56,75.37,107.5,106.36,-30.98
2026-06-01 14:30:00,2026-06-01,30,72.17,23.52,72.17,106.12,106.36,-34.19
2026-06-01 15:00:00,2026-06-01,31,68.96,19.75,68.96,103.49,106.36,-37.39
2026-06-01 15:30:00,2026-06-01,32,69.22,17.82,69.22,105.92,106.36,-37.14
2026-06-01 16:00:00,2026-06-01,33,98.9,42.43,98.9,140.68,106.36,-7.46
2026-06-01 16:30:00,2026-06-01,34,104.36,48.88,104.36,145.14,106.36,-2.0
2026-06-01 17:00:00,2026-06-01,35,117.92,73.88,117.92,147.27,106.36,11.57
2026-06-01 17:30:00,2026-06-01,36,121.53,73.34,121.53,155.02,106.36,15.17
2026-06-01 18:00:00,2026-06-01,37,137.06,87.92,137.06,171.51,106.36,30.7
2026-06-01 18:30:00,2026-06-01,38,133.71,94.02,133.71,158.7,106.36,27.35
2026-06-01 19:00:00,2026-06-01,39,142.37,102.12,142.37,167.94,106.36,36.02
2026-06-01 19:30:00,2026-06-01,40,142.74,105.13,142.74,165.66,106.36,36.38
2026-06-01 20:00:00,2026-06-01,41,124.55,81.37,124.55,153.04,106.36,18.19
2026-06-01 20:30:00,2026-06-01,42,129.35,91.95,129.35,152.07,106.36,23.0
2026-06-01 21:00:00,2026-06-01,43,115.18,77.45,115.18,138.21,106.36,8.82
2026-06-01 21:30:00,2026-06-01,44,110.17,74.68,110.17,130.96,106.36,3.81
2026-06-01 22:00:00,2026-06-01,45,93.7,57.47,93.7,115.24,106.36,-12.65
2026-06-01 22:30:00,2026-06-01,46,94.01,56.91,94.01,116.42,106.36,-12.35
2026-06-01 23:00:00,2026-06-01,47,89.76,46.33,89.76,118.51,106.36,-16.59
2026-06-01 23:30:00,2026-06-01,48,95.35,60.67,95.35,115.33,106.36,-11.01
