settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-06-21 00:00:00,2026-06-21,1,107.7,67.38,107.7,133.58,101.13,6.58,False
2026-06-21 00:30:00,2026-06-21,2,110.29,66.23,110.29,139.91,101.13,9.16,False
2026-06-21 01:00:00,2026-06-21,3,98.59,53.35,98.59,129.38,101.13,-2.54,False
2026-06-21 01:30:00,2026-06-21,4,99.98,55.79,99.98,129.72,101.13,-1.15,False
2026-06-21 02:00:00,2026-06-21,5,90.43,46.81,90.43,119.6,101.13,-10.7,False
2026-06-21 02:30:00,2026-06-21,6,91.56,46.8,91.56,121.88,101.13,-9.56,False
2026-06-21 03:00:00,2026-06-21,7,88.9,48.26,88.9,115.09,101.13,-12.23,False
2026-06-21 03:30:00,2026-06-21,8,91.15,46.06,91.15,121.78,101.13,-9.98,False
2026-06-21 04:00:00,2026-06-21,9,85.27,39.17,85.27,116.93,101.13,-15.86,False
2026-06-21 04:30:00,2026-06-21,10,87.71,40.05,87.71,120.91,101.13,-13.42,False
2026-06-21 05:00:00,2026-06-21,11,85.92,38.32,85.92,119.06,101.13,-15.21,False
2026-06-21 05:30:00,2026-06-21,12,88.13,39.21,88.13,122.6,101.13,-13.0,False
2026-06-21 06:00:00,2026-06-21,13,90.79,43.23,90.79,123.9,101.13,-10.34,False
2026-06-21 06:30:00,2026-06-21,14,100.82,56.82,100.82,130.37,101.13,-0.31,False
2026-06-21 07:00:00,2026-06-21,15,93.0,45.71,93.0,125.85,101.13,-8.13,False
2026-06-21 07:30:00,2026-06-21,16,99.5,53.98,99.5,130.57,101.13,-1.63,False
2026-06-21 08:00:00,2026-06-21,17,100.06,49.5,100.06,136.18,101.13,-1.07,False
2026-06-21 08:30:00,2026-06-21,18,110.12,62.23,110.12,143.56,101.13,8.99,False
2026-06-21 09:00:00,2026-06-21,19,99.79,47.99,99.79,137.14,101.13,-1.34,False
2026-06-21 09:30:00,2026-06-21,20,98.88,47.48,98.88,135.82,101.13,-2.25,False
2026-06-21 10:00:00,2026-06-21,21,96.79,41.68,96.79,137.45,101.13,-4.34,False
2026-06-21 10:30:00,2026-06-21,22,104.76,46.09,104.76,148.98,101.13,3.63,False
2026-06-21 11:00:00,2026-06-21,23,97.73,40.76,97.73,140.24,101.13,-3.4,False
2026-06-21 11:30:00,2026-06-21,24,99.22,47.68,99.22,136.31,101.13,-1.91,False
2026-06-21 12:00:00,2026-06-21,25,93.56,37.38,93.56,135.29,101.13,-7.57,False
2026-06-21 12:30:00,2026-06-21,26,92.51,32.35,92.51,138.22,101.13,-8.62,False
2026-06-21 13:00:00,2026-06-21,27,84.51,30.9,84.51,123.67,101.13,-16.62,False
2026-06-21 13:30:00,2026-06-21,28,81.93,29.42,81.93,119.99,101.13,-19.2,False
2026-06-21 14:00:00,2026-06-21,29,86.95,30.48,86.95,128.97,101.13,-14.18,False
2026-06-21 14:30:00,2026-06-21,30,92.98,34.68,92.98,136.83,101.13,-8.15,False
2026-06-21 15:00:00,2026-06-21,31,96.85,37.99,96.85,141.27,101.13,-4.28,False
2026-06-21 15:30:00,2026-06-21,32,92.89,31.84,92.89,139.49,101.13,-8.24,False
2026-06-21 16:00:00,2026-06-21,33,97.53,31.42,97.53,149.2,101.13,-3.59,False
2026-06-21 16:30:00,2026-06-21,34,96.19,31.06,96.19,146.87,101.13,-4.94,False
2026-06-21 17:00:00,2026-06-21,35,97.95,44.27,97.95,137.19,101.13,-3.18,False
2026-06-21 17:30:00,2026-06-21,36,95.11,37.27,95.11,138.5,101.13,-6.02,False
2026-06-21 18:00:00,2026-06-21,37,82.12,23.33,82.12,126.45,101.13,-19.01,False
2026-06-21 18:30:00,2026-06-21,38,79.18,29.84,79.18,114.07,101.13,-21.95,False
2026-06-21 19:00:00,2026-06-21,39,120.08,70.17,120.08,155.53,101.13,18.95,False
2026-06-21 19:30:00,2026-06-21,40,121.98,74.73,121.98,154.79,101.13,20.85,False
2026-06-21 20:00:00,2026-06-21,41,121.09,68.26,121.09,159.47,101.13,19.96,False
2026-06-21 20:30:00,2026-06-21,42,124.01,76.96,124.01,156.62,101.13,22.89,False
2026-06-21 21:00:00,2026-06-21,43,115.74,68.37,115.74,148.67,101.13,14.61,False
2026-06-21 21:30:00,2026-06-21,44,125.31,80.17,125.31,156.0,101.13,24.18,False
2026-06-21 22:00:00,2026-06-21,45,98.55,52.67,98.55,129.98,101.13,-2.58,False
2026-06-21 22:30:00,2026-06-21,46,104.2,57.45,104.2,136.49,101.13,3.07,False
2026-06-21 23:00:00,2026-06-21,47,104.29,51.21,104.29,142.93,101.13,3.17,False
2026-06-21 23:30:00,2026-06-21,48,103.68,59.35,103.68,133.56,101.13,2.55,False
