settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-08-16 00:00:00,2026-08-16,1,123.82,89.82,123.82,152.44,122.25,1.57,False
2026-08-16 00:30:00,2026-08-16,2,124.38,86.64,124.38,156.73,122.25,2.13,False
2026-08-16 01:00:00,2026-08-16,3,124.38,85.47,124.38,157.91,122.25,2.13,False
2026-08-16 01:30:00,2026-08-16,4,121.02,83.16,121.02,153.5,122.25,-1.23,False
2026-08-16 02:00:00,2026-08-16,5,119.47,82.18,119.47,151.38,122.25,-2.77,False
2026-08-16 02:30:00,2026-08-16,6,126.44,88.0,126.44,159.5,122.25,4.2,False
2026-08-16 03:00:00,2026-08-16,7,125.48,91.17,125.48,154.41,122.25,3.23,False
2026-08-16 03:30:00,2026-08-16,8,117.97,79.21,117.97,151.35,122.25,-4.27,False
2026-08-16 04:00:00,2026-08-16,9,119.21,79.43,119.21,153.6,122.25,-3.04,False
2026-08-16 04:30:00,2026-08-16,10,125.5,84.17,125.5,161.45,122.25,3.26,False
2026-08-16 05:00:00,2026-08-16,11,126.03,84.76,126.03,161.92,122.25,3.78,False
2026-08-16 05:30:00,2026-08-16,12,126.94,84.35,126.94,164.14,122.25,4.69,False
2026-08-16 06:00:00,2026-08-16,13,122.31,81.08,122.31,158.16,122.25,0.07,False
2026-08-16 06:30:00,2026-08-16,14,119.1,81.43,119.1,151.38,122.25,-3.15,False
2026-08-16 07:00:00,2026-08-16,15,124.57,83.6,124.57,160.16,122.25,2.32,False
2026-08-16 07:30:00,2026-08-16,16,120.46,81.27,120.46,154.27,122.25,-1.79,False
2026-08-16 08:00:00,2026-08-16,17,126.75,82.51,126.75,165.6,122.25,4.5,False
2026-08-16 08:30:00,2026-08-16,18,119.41,77.85,119.41,155.59,122.25,-2.83,False
2026-08-16 09:00:00,2026-08-16,19,116.42,70.95,116.42,156.5,122.25,-5.83,False
2026-08-16 09:30:00,2026-08-16,20,115.35,70.28,115.35,155.04,122.25,-6.89,False
2026-08-16 10:00:00,2026-08-16,21,97.51,48.73,97.51,140.9,122.25,-24.74,False
2026-08-16 10:30:00,2026-08-16,22,95.84,43.5,95.84,142.8,122.25,-26.4,False
2026-08-16 11:00:00,2026-08-16,23,94.71,44.07,94.71,139.97,122.25,-27.53,False
2026-08-16 11:30:00,2026-08-16,24,98.18,52.97,98.18,138.01,122.25,-24.07,False
2026-08-16 12:00:00,2026-08-16,25,91.15,41.3,91.15,135.62,122.25,-31.1,False
2026-08-16 12:30:00,2026-08-16,26,89.63,35.8,89.63,138.07,122.25,-32.62,False
2026-08-16 13:00:00,2026-08-16,27,87.15,39.87,87.15,129.05,122.25,-35.09,False
2026-08-16 13:30:00,2026-08-16,28,91.01,44.83,91.01,131.81,122.25,-31.23,False
2026-08-16 14:00:00,2026-08-16,29,96.43,46.29,96.43,141.18,122.25,-25.82,False
2026-08-16 14:30:00,2026-08-16,30,90.63,38.66,90.63,137.21,122.25,-31.62,False
2026-08-16 15:00:00,2026-08-16,31,93.96,41.42,93.96,141.11,122.25,-28.29,False
2026-08-16 15:30:00,2026-08-16,32,94.39,39.67,94.39,143.72,122.25,-27.86,False
2026-08-16 16:00:00,2026-08-16,33,119.67,59.88,119.67,174.08,122.25,-2.58,False
2026-08-16 16:30:00,2026-08-16,34,113.32,54.52,113.32,166.74,122.25,-8.92,False
2026-08-16 17:00:00,2026-08-16,35,146.34,98.98,146.34,188.31,122.25,24.09,False
2026-08-16 17:30:00,2026-08-16,36,139.66,88.15,139.66,185.78,122.25,17.41,False
2026-08-16 18:00:00,2026-08-16,37,154.4,101.94,154.4,201.48,122.25,32.15,False
2026-08-16 18:30:00,2026-08-16,38,157.58,114.57,157.58,195.21,122.25,35.33,False
2026-08-16 19:00:00,2026-08-16,39,155.03,111.45,155.03,193.23,122.25,32.78,False
2026-08-16 19:30:00,2026-08-16,40,155.31,114.38,155.31,190.86,122.25,33.07,False
2026-08-16 20:00:00,2026-08-16,41,149.39,102.89,149.39,190.51,122.25,27.15,False
2026-08-16 20:30:00,2026-08-16,42,147.19,106.46,147.19,182.54,122.25,24.94,False
2026-08-16 21:00:00,2026-08-16,43,128.22,87.17,128.22,163.88,122.25,5.97,False
2026-08-16 21:30:00,2026-08-16,44,134.17,95.36,134.17,167.6,122.25,11.93,False
2026-08-16 22:00:00,2026-08-16,45,131.36,91.81,131.36,165.53,122.25,9.11,False
2026-08-16 22:30:00,2026-08-16,46,121.51,81.09,121.51,156.55,122.25,-0.74,False
2026-08-16 23:00:00,2026-08-16,47,122.36,75.6,122.36,163.74,122.25,0.11,False
2026-08-16 23:30:00,2026-08-16,48,124.1,86.1,124.1,156.71,122.25,1.85,False
