settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-05-21 00:00:00,2026-05-21,1,110.76,69.99,110.76,124.71,112.83,-2.07
2026-05-21 00:30:00,2026-05-21,2,115.01,70.51,115.01,132.7,112.83,2.18
2026-05-21 01:00:00,2026-05-21,3,103.04,57.36,103.04,121.9,112.83,-9.79
2026-05-21 01:30:00,2026-05-21,4,112.41,67.79,112.41,130.22,112.83,-0.41
2026-05-21 02:00:00,2026-05-21,5,111.56,67.51,111.56,128.8,112.83,-1.27
2026-05-21 02:30:00,2026-05-21,6,110.48,65.28,110.48,128.87,112.83,-2.34
2026-05-21 03:00:00,2026-05-21,7,107.85,66.77,107.85,122.11,112.83,-4.98
2026-05-21 03:30:00,2026-05-21,8,107.85,62.32,107.85,126.56,112.83,-4.98
2026-05-21 04:00:00,2026-05-21,9,113.57,67.02,113.57,133.3,112.83,0.74
2026-05-21 04:30:00,2026-05-21,10,105.43,57.34,105.43,126.71,112.83,-7.4
2026-05-21 05:00:00,2026-05-21,11,115.95,67.91,115.95,137.17,112.83,3.12
2026-05-21 05:30:00,2026-05-21,12,117.17,67.82,117.17,139.71,112.83,4.35
2026-05-21 06:00:00,2026-05-21,13,122.51,74.52,122.51,143.69,112.83,9.68
2026-05-21 06:30:00,2026-05-21,14,119.47,75.04,119.47,137.09,112.83,6.64
2026-05-21 07:00:00,2026-05-21,15,121.08,73.35,121.08,142.0,112.83,8.26
2026-05-21 07:30:00,2026-05-21,16,123.24,77.28,123.24,142.38,112.83,10.41
2026-05-21 08:00:00,2026-05-21,17,108.02,57.02,108.02,132.21,112.83,-4.81
2026-05-21 08:30:00,2026-05-21,18,103.65,55.33,103.65,125.16,112.83,-9.18
2026-05-21 09:00:00,2026-05-21,19,93.62,41.39,93.62,119.04,112.83,-19.21
2026-05-21 09:30:00,2026-05-21,20,94.53,42.7,94.53,119.55,112.83,-18.3
2026-05-21 10:00:00,2026-05-21,21,93.56,38.01,93.56,122.29,112.83,-19.27
2026-05-21 10:30:00,2026-05-21,22,92.03,32.92,92.03,124.32,112.83,-20.8
2026-05-21 11:00:00,2026-05-21,23,94.37,36.97,94.37,124.96,112.83,-18.46
2026-05-21 11:30:00,2026-05-21,24,94.22,42.25,94.22,119.38,112.83,-18.6
2026-05-21 12:00:00,2026-05-21,25,79.93,23.32,79.93,109.73,112.83,-32.89
2026-05-21 12:30:00,2026-05-21,26,81.14,20.55,81.14,114.92,112.83,-31.68
2026-05-21 13:00:00,2026-05-21,27,72.57,18.53,72.57,99.8,112.83,-40.25
2026-05-21 13:30:00,2026-05-21,28,70.06,17.12,70.06,96.19,112.83,-42.76
2026-05-21 14:00:00,2026-05-21,29,73.07,16.17,73.07,103.16,112.83,-39.75
2026-05-21 14:30:00,2026-05-21,30,82.76,24.03,82.76,114.68,112.83,-30.07
2026-05-21 15:00:00,2026-05-21,31,84.24,24.94,84.24,116.73,112.83,-28.59
2026-05-21 15:30:00,2026-05-21,32,84.79,23.31,84.79,119.46,112.83,-28.03
2026-05-21 16:00:00,2026-05-21,33,122.98,56.43,122.98,162.72,112.83,10.16
2026-05-21 16:30:00,2026-05-21,34,120.76,55.2,120.76,159.51,112.83,7.94
2026-05-21 17:00:00,2026-05-21,35,130.6,76.48,130.6,157.91,112.83,17.77
2026-05-21 17:30:00,2026-05-21,36,129.46,71.18,129.46,160.92,112.83,16.63
2026-05-21 18:00:00,2026-05-21,37,138.11,78.88,138.11,170.52,112.83,25.28
2026-05-21 18:30:00,2026-05-21,38,148.61,98.84,148.61,171.57,112.83,35.78
2026-05-21 19:00:00,2026-05-21,39,153.3,102.95,153.3,176.83,112.83,40.47
2026-05-21 19:30:00,2026-05-21,40,156.26,108.57,156.26,177.14,112.83,43.44
2026-05-21 20:00:00,2026-05-21,41,150.13,96.86,150.13,176.58,112.83,37.3
2026-05-21 20:30:00,2026-05-21,42,154.18,106.68,154.18,174.86,112.83,41.35
2026-05-21 21:00:00,2026-05-21,43,140.69,92.88,140.69,161.69,112.83,27.86
2026-05-21 21:30:00,2026-05-21,44,143.56,97.99,143.56,162.32,112.83,30.74
2026-05-21 22:00:00,2026-05-21,45,112.82,66.51,112.82,132.32,112.83,-0.0
2026-05-21 22:30:00,2026-05-21,46,126.79,79.61,126.79,147.16,112.83,13.96
2026-05-21 23:00:00,2026-05-21,47,127.97,74.45,127.97,154.68,112.83,15.15
2026-05-21 23:30:00,2026-05-21,48,125.73,80.96,125.73,143.68,112.83,12.9
