settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-04 00:00:00,2026-06-04,1,92.87,45.85,92.87,114.06,101.84,-8.97
2026-06-04 00:30:00,2026-06-04,2,91.96,41.2,91.96,116.89,101.84,-9.89
2026-06-04 01:00:00,2026-06-04,3,92.05,40.12,92.05,118.15,101.84,-9.8
2026-06-04 01:30:00,2026-06-04,4,93.24,42.36,93.24,118.29,101.84,-8.61
2026-06-04 02:00:00,2026-06-04,5,89.32,39.01,89.32,113.81,101.84,-12.52
2026-06-04 02:30:00,2026-06-04,6,90.02,38.56,90.02,115.65,101.84,-11.82
2026-06-04 03:00:00,2026-06-04,7,85.53,38.2,85.53,107.04,101.84,-16.31
2026-06-04 03:30:00,2026-06-04,8,81.5,29.72,81.5,107.46,101.84,-20.34
2026-06-04 04:00:00,2026-06-04,9,87.28,34.49,87.28,114.26,101.84,-14.56
2026-06-04 04:30:00,2026-06-04,10,87.5,33.15,87.5,116.02,101.84,-14.34
2026-06-04 05:00:00,2026-06-04,11,92.91,38.62,92.91,121.37,101.84,-8.94
2026-06-04 05:30:00,2026-06-04,12,93.93,38.32,93.93,123.71,101.84,-7.91
2026-06-04 06:00:00,2026-06-04,13,121.23,66.98,121.23,149.65,101.84,19.38
2026-06-04 06:30:00,2026-06-04,14,119.31,68.62,119.31,144.18,101.84,17.47
2026-06-04 07:00:00,2026-06-04,15,123.38,69.39,123.38,151.55,101.84,21.54
2026-06-04 07:30:00,2026-06-04,16,123.37,71.16,123.37,149.76,101.84,21.53
2026-06-04 08:00:00,2026-06-04,17,107.13,49.87,107.13,138.57,101.84,5.29
2026-06-04 08:30:00,2026-06-04,18,107.98,53.4,107.98,136.73,101.84,6.13
2026-06-04 09:00:00,2026-06-04,19,99.21,40.72,99.21,131.87,101.84,-2.64
2026-06-04 09:30:00,2026-06-04,20,104.44,46.35,104.44,136.71,101.84,2.6
2026-06-04 10:00:00,2026-06-04,21,96.19,34.39,96.19,132.17,101.84,-5.65
2026-06-04 10:30:00,2026-06-04,22,92.1,26.74,92.1,131.64,101.84,-9.74
2026-06-04 11:00:00,2026-06-04,23,86.35,22.69,86.35,124.19,101.84,-15.49
2026-06-04 11:30:00,2026-06-04,24,85.95,27.72,85.95,118.35,101.84,-15.9
2026-06-04 12:00:00,2026-06-04,25,89.0,26.13,89.0,126.04,101.84,-12.84
2026-06-04 12:30:00,2026-06-04,26,88.9,22.05,88.9,129.93,101.84,-12.94
2026-06-04 13:00:00,2026-06-04,27,86.32,26.02,86.32,120.79,101.84,-15.53
2026-06-04 13:30:00,2026-06-04,28,92.03,32.83,92.03,125.4,101.84,-9.82
2026-06-04 14:00:00,2026-06-04,29,87.06,23.9,87.06,124.39,101.84,-14.78
2026-06-04 14:30:00,2026-06-04,30,87.6,22.61,87.6,126.76,101.84,-14.24
2026-06-04 15:00:00,2026-06-04,31,91.29,25.73,91.29,131.02,101.84,-10.56
2026-06-04 15:30:00,2026-06-04,32,93.43,25.69,93.43,135.34,101.84,-8.41
2026-06-04 16:00:00,2026-06-04,33,103.28,30.47,103.28,150.26,101.84,1.44
2026-06-04 16:30:00,2026-06-04,34,105.35,33.53,105.35,151.35,101.84,3.51
2026-06-04 17:00:00,2026-06-04,35,107.23,46.85,107.23,141.79,101.84,5.39
2026-06-04 17:30:00,2026-06-04,36,107.04,42.52,107.04,145.75,101.84,5.2
2026-06-04 18:00:00,2026-06-04,37,88.3,22.82,88.3,127.95,101.84,-13.55
2026-06-04 18:30:00,2026-06-04,38,90.2,34.17,90.2,120.4,101.84,-11.65
2026-06-04 19:00:00,2026-06-04,39,119.01,62.41,119.01,149.79,101.84,17.17
2026-06-04 19:30:00,2026-06-04,40,115.71,61.76,115.71,143.83,101.84,13.87
2026-06-04 20:00:00,2026-06-04,41,111.06,51.54,111.06,144.75,101.84,9.21
2026-06-04 20:30:00,2026-06-04,42,110.71,56.96,110.71,138.63,101.84,8.87
2026-06-04 21:00:00,2026-06-04,43,104.6,50.54,104.6,132.85,101.84,2.76
2026-06-04 21:30:00,2026-06-04,44,106.48,54.65,106.48,132.48,101.84,4.63
2026-06-04 22:00:00,2026-06-04,45,96.6,44.03,96.6,123.34,101.84,-5.25
2026-06-04 22:30:00,2026-06-04,46,98.27,44.83,98.27,125.89,101.84,-3.57
2026-06-04 23:00:00,2026-06-04,47,96.15,36.37,96.15,130.1,101.84,-5.7
2026-06-04 23:30:00,2026-06-04,48,98.46,47.44,98.46,123.65,101.84,-3.39
