settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-08-21 00:00:00,2026-08-21,1,116.05,93.93,116.05,147.4,119.5,-3.45,False
2026-08-21 00:30:00,2026-08-21,2,115.15,89.29,115.15,150.25,119.5,-4.34,False
2026-08-21 01:00:00,2026-08-21,3,115.1,88.07,115.1,151.36,119.5,-4.4,False
2026-08-21 01:30:00,2026-08-21,4,115.33,89.35,115.33,150.54,119.5,-4.17,False
2026-08-21 02:00:00,2026-08-21,5,106.04,80.63,106.04,140.68,119.5,-13.46,False
2026-08-21 02:30:00,2026-08-21,6,108.1,81.54,108.1,143.89,119.5,-11.4,False
2026-08-21 03:00:00,2026-08-21,7,114.41,91.98,114.41,146.07,119.5,-5.09,False
2026-08-21 03:30:00,2026-08-21,8,104.43,77.55,104.43,140.54,119.5,-15.07,False
2026-08-21 04:00:00,2026-08-21,9,110.1,82.2,110.1,147.23,119.5,-9.4,False
2026-08-21 04:30:00,2026-08-21,10,111.1,81.65,111.1,149.78,119.5,-8.4,False
2026-08-21 05:00:00,2026-08-21,11,112.78,83.39,112.78,151.41,119.5,-6.71,False
2026-08-21 05:30:00,2026-08-21,12,112.85,82.14,112.85,152.79,119.5,-6.65,False
2026-08-21 06:00:00,2026-08-21,13,135.71,106.36,135.71,174.3,119.5,16.22,False
2026-08-21 06:30:00,2026-08-21,14,132.3,106.51,132.3,167.32,119.5,12.8,False
2026-08-21 07:00:00,2026-08-21,15,127.69,98.6,127.69,166.01,119.5,8.19,False
2026-08-21 07:30:00,2026-08-21,16,132.67,105.36,132.67,169.21,119.5,13.17,False
2026-08-21 08:00:00,2026-08-21,17,125.47,93.11,125.47,167.06,119.5,5.97,False
2026-08-21 08:30:00,2026-08-21,18,125.09,95.41,125.09,164.01,119.5,5.6,False
2026-08-21 09:00:00,2026-08-21,19,110.41,76.82,110.41,153.23,119.5,-9.09,False
2026-08-21 09:30:00,2026-08-21,20,109.45,76.26,109.45,151.87,119.5,-10.05,False
2026-08-21 10:00:00,2026-08-21,21,95.85,58.95,95.85,141.98,119.5,-23.65,False
2026-08-21 10:30:00,2026-08-21,22,94.7,54.24,94.7,144.39,119.5,-24.8,False
2026-08-21 11:00:00,2026-08-21,23,96.18,57.42,96.18,144.18,119.5,-23.31,False
2026-08-21 11:30:00,2026-08-21,24,94.65,61.32,94.65,137.22,119.5,-24.84,False
2026-08-21 12:00:00,2026-08-21,25,94.18,56.21,94.18,141.38,119.5,-25.32,False
2026-08-21 12:30:00,2026-08-21,26,97.24,55.29,97.24,148.43,119.5,-22.25,False
2026-08-21 13:00:00,2026-08-21,27,92.06,56.66,92.06,136.7,119.5,-27.43,False
2026-08-21 13:30:00,2026-08-21,28,95.4,61.1,95.4,138.93,119.5,-24.1,False
2026-08-21 14:00:00,2026-08-21,29,94.87,56.61,94.87,142.36,119.5,-24.62,False
2026-08-21 14:30:00,2026-08-21,30,97.29,57.2,97.29,146.61,119.5,-22.21,False
2026-08-21 15:00:00,2026-08-21,31,102.85,62.19,102.85,152.74,119.5,-16.65,False
2026-08-21 15:30:00,2026-08-21,32,99.15,56.31,99.15,151.22,119.5,-20.35,False
2026-08-21 16:00:00,2026-08-21,33,105.69,57.78,105.69,162.83,119.5,-13.81,False
2026-08-21 16:30:00,2026-08-21,34,111.79,64.87,111.79,167.94,119.5,-7.71,False
2026-08-21 17:00:00,2026-08-21,35,134.73,99.25,134.73,179.44,119.5,15.23,False
2026-08-21 17:30:00,2026-08-21,36,134.33,94.7,134.33,183.19,119.5,14.83,False
2026-08-21 18:00:00,2026-08-21,37,149.34,108.76,149.34,199.15,119.5,29.84,False
2026-08-21 18:30:00,2026-08-21,38,146.06,114.93,146.06,186.43,119.5,26.57,False
2026-08-21 19:00:00,2026-08-21,39,142.58,110.88,142.58,183.52,119.5,23.09,False
2026-08-21 19:30:00,2026-08-21,40,144.94,115.89,144.94,183.23,119.5,25.45,False
2026-08-21 20:00:00,2026-08-21,41,135.96,101.34,135.96,179.81,119.5,16.46,False
2026-08-21 20:30:00,2026-08-21,42,134.45,105.6,134.45,172.53,119.5,14.95,False
2026-08-21 21:00:00,2026-08-21,43,122.91,93.74,122.91,161.31,119.5,3.41,False
2026-08-21 21:30:00,2026-08-21,44,120.15,93.22,120.15,156.31,119.5,0.65,False
2026-08-21 22:00:00,2026-08-21,45,108.71,81.04,108.71,145.61,119.5,-10.79,False
2026-08-21 22:30:00,2026-08-21,46,112.28,83.74,112.28,150.05,119.5,-7.22,False
2026-08-21 23:00:00,2026-08-21,47,108.13,73.25,108.13,152.24,119.5,-11.37,False
2026-08-21 23:30:00,2026-08-21,48,108.1,81.98,108.1,143.45,119.5,-11.4,False
