settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-09-23 00:00:00,2026-09-23,1,120.52,60.12,120.52,160.43,130.33,-9.81,False
2026-09-23 00:30:00,2026-09-23,2,122.48,58.33,122.48,166.13,130.33,-7.85,False
2026-09-23 01:00:00,2026-09-23,3,121.65,56.33,121.65,166.47,130.33,-8.68,False
2026-09-23 01:30:00,2026-09-23,4,119.7,55.44,119.7,163.47,130.33,-10.63,False
2026-09-23 02:00:00,2026-09-23,5,118.37,54.68,118.37,161.57,130.33,-11.95,False
2026-09-23 02:30:00,2026-09-23,6,119.88,55.04,119.88,164.23,130.33,-10.45,False
2026-09-23 03:00:00,2026-09-23,7,112.6,51.89,112.6,152.82,130.33,-17.72,False
2026-09-23 03:30:00,2026-09-23,8,113.44,48.27,113.44,158.11,130.33,-16.89,False
2026-09-23 04:00:00,2026-09-23,9,116.63,50.45,116.63,162.32,130.33,-13.69,False
2026-09-23 04:30:00,2026-09-23,10,118.62,50.89,118.62,165.86,130.33,-11.71,False
2026-09-23 05:00:00,2026-09-23,11,118.25,50.58,118.25,165.43,130.33,-12.07,False
2026-09-23 05:30:00,2026-09-23,12,121.27,52.28,121.27,169.77,130.33,-9.06,False
2026-09-23 06:00:00,2026-09-23,13,150.32,82.69,150.32,197.46,130.33,19.99,False
2026-09-23 06:30:00,2026-09-23,14,151.57,87.5,151.57,195.15,130.33,21.25,False
2026-09-23 07:00:00,2026-09-23,15,161.1,93.73,161.1,207.98,130.33,30.77,False
2026-09-23 07:30:00,2026-09-23,16,159.64,94.05,159.64,204.74,130.33,29.32,False
2026-09-23 08:00:00,2026-09-23,17,152.2,81.56,152.2,202.35,130.33,21.87,False
2026-09-23 08:30:00,2026-09-23,18,157.08,89.12,157.08,204.55,130.33,26.75,False
2026-09-23 09:00:00,2026-09-23,19,129.55,57.68,129.55,180.93,130.33,-0.78,False
2026-09-23 09:30:00,2026-09-23,20,128.9,57.43,128.9,179.88,130.33,-1.42,False
2026-09-23 10:00:00,2026-09-23,21,114.79,39.61,114.79,169.48,130.33,-15.54,False
2026-09-23 10:30:00,2026-09-23,22,117.0,38.26,117.0,175.25,130.33,-13.33,False
2026-09-23 11:00:00,2026-09-23,23,117.3,40.26,117.3,173.85,130.33,-13.03,False
2026-09-23 11:30:00,2026-09-23,24,117.04,45.43,117.04,168.16,130.33,-13.28,False
2026-09-23 12:00:00,2026-09-23,25,107.81,31.55,107.81,163.57,130.33,-22.52,False
2026-09-23 12:30:00,2026-09-23,26,105.7,25.46,105.7,165.44,130.33,-24.63,False
2026-09-23 13:00:00,2026-09-23,27,102.46,28.78,102.46,155.65,130.33,-27.87,False
2026-09-23 13:30:00,2026-09-23,28,102.02,29.44,102.02,154.11,130.33,-28.3,False
2026-09-23 14:00:00,2026-09-23,29,110.48,33.94,110.48,166.53,130.33,-19.84,False
2026-09-23 14:30:00,2026-09-23,30,111.45,33.07,111.45,169.33,130.33,-18.88,False
2026-09-23 15:00:00,2026-09-23,31,111.79,32.85,111.79,170.24,130.33,-18.53,False
2026-09-23 15:30:00,2026-09-23,32,112.62,31.49,112.62,173.25,130.33,-17.71,False
2026-09-23 16:00:00,2026-09-23,33,134.36,48.16,134.36,200.06,130.33,4.03,False
2026-09-23 16:30:00,2026-09-23,34,130.2,44.99,130.2,194.91,130.33,-0.13,False
2026-09-23 17:00:00,2026-09-23,35,152.69,78.93,152.69,205.96,130.33,22.37,False
2026-09-23 17:30:00,2026-09-23,36,152.49,74.57,152.49,209.91,130.33,22.16,False
2026-09-23 18:00:00,2026-09-23,37,158.82,79.95,158.82,217.19,130.33,28.49,False
2026-09-23 18:30:00,2026-09-23,38,157.85,88.44,157.85,206.77,130.33,27.52,False
2026-09-23 19:00:00,2026-09-23,39,153.69,83.71,153.69,203.18,130.33,23.37,False
2026-09-23 19:30:00,2026-09-23,40,151.91,84.58,151.91,198.75,130.33,21.58,False
2026-09-23 20:00:00,2026-09-23,41,129.29,56.38,129.29,181.7,130.33,-1.04,False
2026-09-23 20:30:00,2026-09-23,42,128.06,60.93,128.06,174.7,130.33,-2.27,False
2026-09-23 21:00:00,2026-09-23,43,130.05,62.6,130.05,177.01,130.33,-0.27,False
2026-09-23 21:30:00,2026-09-23,44,124.32,59.11,124.32,169.04,130.33,-6.01,False
2026-09-23 22:00:00,2026-09-23,45,116.97,51.02,116.97,162.43,130.33,-13.36,False
2026-09-23 22:30:00,2026-09-23,46,122.78,55.96,122.78,169.11,130.33,-7.55,False
2026-09-23 23:00:00,2026-09-23,47,126.58,53.42,126.58,179.25,130.33,-3.75,False
2026-09-23 23:30:00,2026-09-23,48,117.16,52.75,117.16,161.07,130.33,-13.17,False
