settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-05 00:00:00,2026-06-05,1,46.65,9.99,46.65,89.57,76.24,-29.59
2026-06-05 00:30:00,2026-06-05,2,42.89,2.49,42.89,89.55,76.24,-33.35
2026-06-05 01:00:00,2026-06-05,3,44.59,3.02,44.59,92.41,76.24,-31.66
2026-06-05 01:30:00,2026-06-05,4,40.4,-0.12,40.4,87.17,76.24,-35.85
2026-06-05 02:00:00,2026-06-05,5,36.87,-3.08,36.87,83.08,76.24,-39.37
2026-06-05 02:30:00,2026-06-05,6,36.71,-4.39,36.71,84.07,76.24,-39.53
2026-06-05 03:00:00,2026-06-05,7,33.72,-3.25,33.72,76.95,76.24,-42.52
2026-06-05 03:30:00,2026-06-05,8,35.2,-6.22,35.2,82.88,76.24,-41.04
2026-06-05 04:00:00,2026-06-05,9,36.33,-6.12,36.33,85.02,76.24,-39.92
2026-06-05 04:30:00,2026-06-05,10,33.13,-10.86,33.13,83.37,76.24,-43.12
2026-06-05 05:00:00,2026-06-05,11,44.71,0.78,44.71,94.89,76.24,-31.54
2026-06-05 05:30:00,2026-06-05,12,44.39,-0.86,44.39,95.89,76.24,-31.86
2026-06-05 06:00:00,2026-06-05,13,70.28,26.39,70.28,120.42,76.24,-5.97
2026-06-05 06:30:00,2026-06-05,14,70.76,30.43,70.76,117.34,76.24,-5.49
2026-06-05 07:00:00,2026-06-05,15,77.44,33.8,77.44,127.32,76.24,1.19
2026-06-05 07:30:00,2026-06-05,16,77.42,35.57,77.42,125.53,76.24,1.18
2026-06-05 08:00:00,2026-06-05,17,65.15,18.25,65.15,118.3,76.24,-11.1
2026-06-05 08:30:00,2026-06-05,18,64.22,19.99,64.22,114.69,76.24,-12.03
2026-06-05 09:00:00,2026-06-05,19,48.83,0.7,48.83,103.22,76.24,-27.41
2026-06-05 09:30:00,2026-06-05,20,49.44,1.7,49.44,103.42,76.24,-26.81
2026-06-05 10:00:00,2026-06-05,21,57.52,6.08,57.52,115.22,76.24,-18.72
2026-06-05 10:30:00,2026-06-05,22,50.74,-4.26,50.74,112.0,76.24,-25.5
2026-06-05 11:00:00,2026-06-05,23,53.91,0.61,53.91,113.46,76.24,-22.34
2026-06-05 11:30:00,2026-06-05,24,55.01,7.14,55.01,109.13,76.24,-21.24
2026-06-05 12:00:00,2026-06-05,25,50.72,-1.79,50.72,109.49,76.24,-25.52
2026-06-05 12:30:00,2026-06-05,26,52.35,-4.14,52.35,115.1,76.24,-23.89
2026-06-05 13:00:00,2026-06-05,27,43.47,-6.47,43.47,99.67,76.24,-32.77
2026-06-05 13:30:00,2026-06-05,28,41.6,-7.24,41.6,96.7,76.24,-34.64
2026-06-05 14:00:00,2026-06-05,29,49.64,-3.16,49.64,108.7,76.24,-26.6
2026-06-05 14:30:00,2026-06-05,30,50.92,-3.71,50.92,111.8,76.24,-25.33
2026-06-05 15:00:00,2026-06-05,31,50.69,-4.51,50.69,112.15,76.24,-25.55
2026-06-05 15:30:00,2026-06-05,32,50.59,-6.79,50.59,114.22,76.24,-25.66
2026-06-05 16:00:00,2026-06-05,33,60.56,-1.89,60.56,129.27,76.24,-15.68
2026-06-05 16:30:00,2026-06-05,34,65.57,4.11,65.57,133.28,76.24,-10.68
2026-06-05 17:00:00,2026-06-05,35,84.24,34.22,84.24,140.51,76.24,7.99
2026-06-05 17:30:00,2026-06-05,36,83.44,29.27,83.44,143.86,76.24,7.19
2026-06-05 18:00:00,2026-06-05,37,84.95,29.83,84.95,146.33,76.24,8.71
2026-06-05 18:30:00,2026-06-05,38,84.5,38.83,84.5,136.43,76.24,8.26
2026-06-05 19:00:00,2026-06-05,39,110.69,64.45,110.69,163.18,76.24,34.44
2026-06-05 19:30:00,2026-06-05,40,108.21,64.62,108.21,158.06,76.24,31.97
2026-06-05 20:00:00,2026-06-05,41,106.72,57.56,106.72,162.13,76.24,30.47
2026-06-05 20:30:00,2026-06-05,42,108.96,65.57,108.96,158.6,76.24,32.71
2026-06-05 21:00:00,2026-06-05,43,95.38,51.67,95.38,145.34,76.24,19.13
2026-06-05 21:30:00,2026-06-05,44,92.94,51.46,92.94,140.66,76.24,16.69
2026-06-05 22:00:00,2026-06-05,45,82.13,39.92,82.13,130.59,76.24,5.88
2026-06-05 22:30:00,2026-06-05,46,82.1,39.02,82.1,131.44,76.24,5.86
2026-06-05 23:00:00,2026-06-05,47,81.64,32.22,81.64,137.32,76.24,5.4
2026-06-05 23:30:00,2026-06-05,48,80.31,39.64,80.31,127.22,76.24,4.06
