settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-05-20 00:00:00,2026-05-20,1,78.78,53.7,78.78,102.67,86.84,-8.06
2026-05-20 00:30:00,2026-05-20,2,82.99,54.17,82.99,110.62,86.84,-3.85
2026-05-20 01:00:00,2026-05-20,3,68.97,38.98,68.97,97.77,86.84,-17.87
2026-05-20 01:30:00,2026-05-20,4,73.47,44.53,73.47,101.22,86.84,-13.37
2026-05-20 02:00:00,2026-05-20,5,68.54,40.16,68.54,95.72,86.84,-18.31
2026-05-20 02:30:00,2026-05-20,6,67.95,38.43,67.95,96.28,86.84,-18.89
2026-05-20 03:00:00,2026-05-20,7,66.79,41.39,66.79,90.99,86.84,-20.05
2026-05-20 03:30:00,2026-05-20,8,68.18,38.34,68.18,96.83,86.84,-18.66
2026-05-20 04:00:00,2026-05-20,9,69.55,38.69,69.55,99.22,86.84,-17.29
2026-05-20 04:30:00,2026-05-20,10,66.59,34.18,66.59,97.81,86.84,-20.25
2026-05-20 05:00:00,2026-05-20,11,67.31,34.96,67.31,98.47,86.84,-19.53
2026-05-20 05:30:00,2026-05-20,12,68.72,35.05,68.72,101.2,86.84,-18.12
2026-05-20 06:00:00,2026-05-20,13,87.89,55.58,87.89,119.01,86.84,1.05
2026-05-20 06:30:00,2026-05-20,14,89.06,60.31,89.06,116.62,86.84,2.22
2026-05-20 07:00:00,2026-05-20,15,87.96,55.9,87.96,118.82,86.84,1.11
2026-05-20 07:30:00,2026-05-20,16,94.43,64.15,94.43,123.5,86.84,7.58
2026-05-20 08:00:00,2026-05-20,17,85.29,49.96,85.29,119.41,86.84,-1.56
2026-05-20 08:30:00,2026-05-20,18,71.58,38.94,71.58,103.03,86.84,-15.26
2026-05-20 09:00:00,2026-05-20,19,66.7,30.15,66.7,102.06,86.84,-20.14
2026-05-20 09:30:00,2026-05-20,20,68.91,32.75,68.91,103.87,86.84,-17.94
2026-05-20 10:00:00,2026-05-20,21,62.61,22.75,62.61,101.28,86.84,-24.23
2026-05-20 10:30:00,2026-05-20,22,74.66,31.24,74.66,116.89,86.84,-12.18
2026-05-20 11:00:00,2026-05-20,23,68.05,26.33,68.05,108.58,86.84,-18.79
2026-05-20 11:30:00,2026-05-20,24,73.89,37.6,73.89,108.99,86.84,-12.95
2026-05-20 12:00:00,2026-05-20,25,66.06,25.12,66.06,105.8,86.84,-20.79
2026-05-20 12:30:00,2026-05-20,26,59.64,14.73,59.64,103.36,86.84,-27.2
2026-05-20 13:00:00,2026-05-20,27,59.55,21.18,59.55,96.72,86.84,-27.3
2026-05-20 13:30:00,2026-05-20,28,60.27,23.01,60.27,96.34,86.84,-26.57
2026-05-20 14:00:00,2026-05-20,29,64.98,23.76,64.98,105.01,86.84,-21.86
2026-05-20 14:30:00,2026-05-20,30,66.21,23.16,66.21,108.07,86.84,-20.63
2026-05-20 15:00:00,2026-05-20,31,71.47,27.85,71.47,113.9,86.84,-15.37
2026-05-20 15:30:00,2026-05-20,32,70.48,24.68,70.48,115.09,86.84,-16.36
2026-05-20 16:00:00,2026-05-20,33,94.63,43.76,94.63,144.31,86.84,7.79
2026-05-20 16:30:00,2026-05-20,34,93.27,43.39,93.27,141.96,86.84,6.43
2026-05-20 17:00:00,2026-05-20,35,109.73,71.29,109.73,146.98,86.84,22.89
2026-05-20 17:30:00,2026-05-20,36,109.27,66.68,109.27,150.67,86.84,22.43
2026-05-20 18:00:00,2026-05-20,37,120.41,76.87,120.41,162.76,86.84,33.57
2026-05-20 18:30:00,2026-05-20,38,120.77,86.68,120.77,153.67,86.84,33.93
2026-05-20 19:00:00,2026-05-20,39,122.67,88.01,122.67,156.14,86.84,35.83
2026-05-20 19:30:00,2026-05-20,40,121.21,89.2,121.21,152.03,86.84,34.37
2026-05-20 20:00:00,2026-05-20,41,121.04,83.46,121.04,157.43,86.84,34.2
2026-05-20 20:30:00,2026-05-20,42,122.27,90.45,122.27,152.89,86.84,35.42
2026-05-20 21:00:00,2026-05-20,43,109.57,77.44,109.57,140.51,86.84,22.73
2026-05-20 21:30:00,2026-05-20,44,109.14,79.25,109.14,137.84,86.84,22.3
2026-05-20 22:00:00,2026-05-20,45,86.48,55.85,86.48,115.92,86.84,-0.36
2026-05-20 22:30:00,2026-05-20,46,86.42,54.92,86.42,116.73,86.84,-0.42
2026-05-20 23:00:00,2026-05-20,47,86.02,48.18,86.02,122.67,86.84,-0.82
2026-05-20 23:30:00,2026-05-20,48,86.02,56.94,86.02,113.91,86.84,-0.82
