settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-19 00:00:00,2026-06-19,1,108.58,82.92,108.58,140.24,96.69,11.89
2026-06-19 00:30:00,2026-06-19,2,107.87,78.47,107.87,143.27,96.69,11.18
2026-06-19 01:00:00,2026-06-19,3,95.46,64.89,95.46,132.04,96.69,-1.23
2026-06-19 01:30:00,2026-06-19,4,100.04,70.52,100.04,135.56,96.69,3.35
2026-06-19 02:00:00,2026-06-19,5,96.52,67.57,96.52,131.47,96.69,-0.18
2026-06-19 02:30:00,2026-06-19,6,90.2,60.09,90.2,126.3,96.69,-6.5
2026-06-19 03:00:00,2026-06-19,7,87.14,61.17,87.14,119.11,96.69,-9.55
2026-06-19 03:30:00,2026-06-19,8,86.87,56.44,86.87,123.29,96.69,-9.83
2026-06-19 04:00:00,2026-06-19,9,92.97,61.52,92.97,130.41,96.69,-3.73
2026-06-19 04:30:00,2026-06-19,10,92.07,59.08,92.07,131.06,96.69,-4.62
2026-06-19 05:00:00,2026-06-19,11,94.25,61.32,94.25,133.19,96.69,-2.44
2026-06-19 05:30:00,2026-06-19,12,88.03,53.78,88.03,128.28,96.69,-8.66
2026-06-19 06:00:00,2026-06-19,13,116.84,83.94,116.84,155.73,96.69,20.14
2026-06-19 06:30:00,2026-06-19,14,117.96,88.63,117.96,153.3,96.69,21.27
2026-06-19 07:00:00,2026-06-19,15,112.25,79.62,112.25,150.88,96.69,15.56
2026-06-19 07:30:00,2026-06-19,16,119.57,88.71,119.57,156.42,96.69,22.87
2026-06-19 08:00:00,2026-06-19,17,117.24,81.34,117.24,159.14,96.69,20.55
2026-06-19 08:30:00,2026-06-19,18,120.76,87.53,120.76,159.98,96.69,24.06
2026-06-19 09:00:00,2026-06-19,19,104.39,67.26,104.39,147.52,96.69,7.7
2026-06-19 09:30:00,2026-06-19,20,103.35,66.61,103.35,146.08,96.69,6.65
2026-06-19 10:00:00,2026-06-19,21,92.95,52.5,92.95,139.39,96.69,-3.75
2026-06-19 10:30:00,2026-06-19,22,93.52,49.52,93.52,143.53,96.69,-3.17
2026-06-19 11:00:00,2026-06-19,23,91.96,49.66,91.96,140.26,96.69,-4.73
2026-06-19 11:30:00,2026-06-19,24,85.97,49.1,85.97,128.84,96.69,-10.72
2026-06-19 12:00:00,2026-06-19,25,95.41,53.89,95.41,142.92,96.69,-1.29
2026-06-19 12:30:00,2026-06-19,26,102.34,56.85,102.34,153.83,96.69,5.65
2026-06-19 13:00:00,2026-06-19,27,92.19,53.25,92.19,137.13,96.69,-4.5
2026-06-19 13:30:00,2026-06-19,28,97.31,59.46,97.31,141.15,96.69,0.61
2026-06-19 14:00:00,2026-06-19,29,102.1,60.3,102.1,149.9,96.69,5.41
2026-06-19 14:30:00,2026-06-19,30,101.08,57.45,101.08,150.71,96.69,4.39
2026-06-19 15:00:00,2026-06-19,31,83.66,39.46,83.66,133.86,96.69,-13.03
2026-06-19 15:30:00,2026-06-19,32,82.8,36.42,82.8,135.18,96.69,-13.89
2026-06-19 16:00:00,2026-06-19,33,94.56,43.11,94.56,152.01,96.69,-2.13
2026-06-19 16:30:00,2026-06-19,34,92.7,42.24,92.7,149.16,96.69,-3.99
2026-06-19 17:00:00,2026-06-19,35,107.97,68.94,107.97,152.99,96.69,11.27
2026-06-19 17:30:00,2026-06-19,36,106.74,63.57,106.74,155.91,96.69,10.05
2026-06-19 18:00:00,2026-06-19,37,107.76,63.64,107.76,157.88,96.69,11.07
2026-06-19 18:30:00,2026-06-19,38,112.75,78.07,112.75,153.42,96.69,16.05
2026-06-19 19:00:00,2026-06-19,39,120.55,85.31,120.55,161.79,96.69,23.86
2026-06-19 19:30:00,2026-06-19,40,131.88,99.28,131.88,170.47,96.69,35.18
2026-06-19 20:00:00,2026-06-19,41,129.89,91.73,129.89,174.05,96.69,33.2
2026-06-19 20:30:00,2026-06-19,42,130.54,98.15,130.54,168.93,96.69,33.85
2026-06-19 21:00:00,2026-06-19,43,127.0,94.28,127.0,165.71,96.69,30.3
2026-06-19 21:30:00,2026-06-19,44,124.27,93.8,124.27,160.74,96.69,27.58
2026-06-19 22:00:00,2026-06-19,45,105.08,73.87,105.08,142.29,96.69,8.39
2026-06-19 22:30:00,2026-06-19,46,102.39,70.31,102.39,140.48,96.69,5.7
2026-06-19 23:00:00,2026-06-19,47,97.92,59.5,97.92,142.34,96.69,1.23
2026-06-19 23:30:00,2026-06-19,48,97.58,67.92,97.58,133.24,96.69,0.89
