settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-05-18 00:00:00,2026-05-18,1,83.67,77.77,83.67,98.37,93.06,-9.39
2026-05-18 00:30:00,2026-05-18,2,83.94,78.03,83.94,98.64,93.06,-9.12
2026-05-18 01:00:00,2026-05-18,3,82.81,76.91,82.81,97.51,93.06,-10.25
2026-05-18 01:30:00,2026-05-18,4,82.98,77.08,82.98,97.68,93.06,-10.08
2026-05-18 02:00:00,2026-05-18,5,80.72,74.81,80.72,95.41,93.06,-12.35
2026-05-18 02:30:00,2026-05-18,6,79.85,73.94,79.85,94.55,93.06,-13.21
2026-05-18 03:00:00,2026-05-18,7,78.74,72.83,78.74,93.43,93.06,-14.33
2026-05-18 03:30:00,2026-05-18,8,78.83,72.92,78.83,93.52,93.06,-14.23
2026-05-18 04:00:00,2026-05-18,9,81.03,75.12,81.03,95.72,93.06,-12.04
2026-05-18 04:30:00,2026-05-18,10,81.93,76.02,81.93,96.63,93.06,-11.13
2026-05-18 05:00:00,2026-05-18,11,79.75,73.84,79.75,94.45,93.06,-13.31
2026-05-18 05:30:00,2026-05-18,12,75.48,69.57,75.48,90.17,93.06,-17.59
2026-05-18 06:00:00,2026-05-18,13,94.99,89.08,94.99,109.68,93.06,1.92
2026-05-18 06:30:00,2026-05-18,14,98.43,92.52,98.43,113.13,93.06,5.37
2026-05-18 07:00:00,2026-05-18,15,110.12,104.22,110.12,124.82,93.06,17.06
2026-05-18 07:30:00,2026-05-18,16,105.72,99.81,105.72,120.41,93.06,12.66
2026-05-18 08:00:00,2026-05-18,17,102.32,96.41,102.32,117.01,93.06,9.25
2026-05-18 08:30:00,2026-05-18,18,101.06,95.16,101.06,115.76,93.06,8.0
2026-05-18 09:00:00,2026-05-18,19,95.38,89.47,95.38,110.07,93.06,2.32
2026-05-18 09:30:00,2026-05-18,20,95.98,90.07,95.98,110.67,93.06,2.92
2026-05-18 10:00:00,2026-05-18,21,85.27,79.36,85.27,99.97,93.06,-7.79
2026-05-18 10:30:00,2026-05-18,22,88.47,82.56,88.47,103.16,93.06,-4.59
2026-05-18 11:00:00,2026-05-18,23,86.88,80.98,86.88,101.58,93.06,-6.18
2026-05-18 11:30:00,2026-05-18,24,86.88,80.98,86.88,101.58,93.06,-6.18
2026-05-18 12:00:00,2026-05-18,25,78.77,72.87,78.77,93.47,93.06,-14.29
2026-05-18 12:30:00,2026-05-18,26,78.54,72.63,78.54,93.23,93.06,-14.52
2026-05-18 13:00:00,2026-05-18,27,68.74,62.83,68.74,83.43,93.06,-24.32
2026-05-18 13:30:00,2026-05-18,28,76.08,70.17,76.08,90.77,93.06,-16.99
2026-05-18 14:00:00,2026-05-18,29,79.72,73.81,79.72,94.42,93.06,-13.34
2026-05-18 14:30:00,2026-05-18,30,77.62,71.71,77.62,92.32,93.06,-15.44
2026-05-18 15:00:00,2026-05-18,31,75.71,69.8,75.71,90.4,93.06,-17.35
2026-05-18 15:30:00,2026-05-18,32,75.04,69.13,75.04,89.73,93.06,-18.02
2026-05-18 16:00:00,2026-05-18,33,85.71,79.81,85.71,100.41,93.06,-7.35
2026-05-18 16:30:00,2026-05-18,34,94.44,88.53,94.44,109.13,93.06,1.38
2026-05-18 17:00:00,2026-05-18,35,96.96,91.05,96.96,111.65,93.06,3.9
2026-05-18 17:30:00,2026-05-18,36,97.42,91.52,97.42,112.12,93.06,4.36
2026-05-18 18:00:00,2026-05-18,37,111.03,105.12,111.03,125.72,93.06,17.97
2026-05-18 18:30:00,2026-05-18,38,115.22,109.32,115.22,129.92,93.06,22.16
2026-05-18 19:00:00,2026-05-18,39,124.34,118.43,124.34,139.03,93.06,31.28
2026-05-18 19:30:00,2026-05-18,40,121.32,115.42,121.32,136.02,93.06,28.26
2026-05-18 20:00:00,2026-05-18,41,119.44,113.53,119.44,134.13,93.06,26.38
2026-05-18 20:30:00,2026-05-18,42,119.01,113.11,119.01,133.71,93.06,25.95
2026-05-18 21:00:00,2026-05-18,43,109.86,103.95,109.86,124.56,93.06,16.8
2026-05-18 21:30:00,2026-05-18,44,105.12,99.21,105.12,119.81,93.06,12.05
2026-05-18 22:00:00,2026-05-18,45,96.25,90.34,96.25,110.95,93.06,3.19
2026-05-18 22:30:00,2026-05-18,46,95.52,89.62,95.52,110.22,93.06,2.46
2026-05-18 23:00:00,2026-05-18,47,94.44,88.54,94.44,109.14,93.06,1.38
2026-05-18 23:30:00,2026-05-18,48,94.81,88.91,94.81,109.51,93.06,1.75
