settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-05-31 00:00:00,2026-05-31,1,122.24,94.47,122.24,143.62,99.86,22.38
2026-05-31 00:30:00,2026-05-31,2,118.73,87.23,118.73,143.85,99.86,18.87
2026-05-31 01:00:00,2026-05-31,3,122.52,89.85,122.52,148.81,99.86,22.66
2026-05-31 01:30:00,2026-05-31,4,120.91,89.29,120.91,146.15,99.86,21.05
2026-05-31 02:00:00,2026-05-31,5,115.36,84.31,115.36,140.03,99.86,15.5
2026-05-31 02:30:00,2026-05-31,6,113.71,81.5,113.71,139.53,99.86,13.85
2026-05-31 03:00:00,2026-05-31,7,109.51,81.44,109.51,131.2,99.86,9.65
2026-05-31 03:30:00,2026-05-31,8,108.54,76.02,108.54,134.68,99.86,8.68
2026-05-31 04:00:00,2026-05-31,9,115.92,82.38,115.92,143.08,99.86,16.06
2026-05-31 04:30:00,2026-05-31,10,116.34,81.24,116.34,145.05,99.86,16.48
2026-05-31 05:00:00,2026-05-31,11,111.71,76.67,111.71,140.36,99.86,11.85
2026-05-31 05:30:00,2026-05-31,12,118.31,81.96,118.31,148.28,99.86,18.45
2026-05-31 06:00:00,2026-05-31,13,104.43,69.44,104.43,133.04,99.86,4.57
2026-05-31 06:30:00,2026-05-31,14,106.08,74.64,106.08,131.13,99.86,6.22
2026-05-31 07:00:00,2026-05-31,15,93.2,58.46,93.2,121.55,99.86,-6.66
2026-05-31 07:30:00,2026-05-31,16,87.51,54.56,87.51,114.08,99.86,-12.35
2026-05-31 08:00:00,2026-05-31,17,72.98,34.98,72.98,104.61,99.86,-26.87
2026-05-31 08:30:00,2026-05-31,18,83.41,48.08,83.41,112.35,99.86,-16.45
2026-05-31 09:00:00,2026-05-31,19,65.55,26.32,65.55,98.4,99.86,-34.31
2026-05-31 09:30:00,2026-05-31,20,74.53,35.7,74.53,106.98,99.86,-25.32
2026-05-31 10:00:00,2026-05-31,21,72.83,30.29,72.83,108.99,99.86,-27.03
2026-05-31 10:30:00,2026-05-31,22,72.68,26.58,72.68,112.4,99.86,-27.18
2026-05-31 11:00:00,2026-05-31,23,76.58,32.18,76.58,114.6,99.86,-23.28
2026-05-31 11:30:00,2026-05-31,24,76.9,37.93,76.9,109.49,99.86,-22.95
2026-05-31 12:00:00,2026-05-31,25,79.81,36.19,79.81,117.04,99.86,-20.05
2026-05-31 12:30:00,2026-05-31,26,76.25,28.66,76.25,117.46,99.86,-23.6
2026-05-31 13:00:00,2026-05-31,27,73.46,32.42,73.46,108.12,99.86,-26.4
2026-05-31 13:30:00,2026-05-31,28,72.51,32.57,72.51,106.07,99.86,-27.35
2026-05-31 14:00:00,2026-05-31,29,63.41,19.51,63.41,100.93,99.86,-36.45
2026-05-31 14:30:00,2026-05-31,30,62.36,16.63,62.36,101.71,99.86,-37.5
2026-05-31 15:00:00,2026-05-31,31,59.69,13.39,59.69,99.61,99.86,-40.17
2026-05-31 15:30:00,2026-05-31,32,58.97,10.48,58.97,101.07,99.86,-40.89
2026-05-31 16:00:00,2026-05-31,33,87.69,34.14,87.69,134.86,99.86,-12.17
2026-05-31 16:30:00,2026-05-31,34,86.15,33.58,86.15,132.33,99.86,-13.71
2026-05-31 17:00:00,2026-05-31,35,95.27,54.15,95.27,130.01,99.86,-4.58
2026-05-31 17:30:00,2026-05-31,36,91.67,46.4,91.67,130.56,99.86,-8.19
2026-05-31 18:00:00,2026-05-31,37,94.54,48.32,94.54,134.38,99.86,-5.32
2026-05-31 18:30:00,2026-05-31,38,106.88,70.11,106.88,137.27,99.86,7.02
2026-05-31 19:00:00,2026-05-31,39,134.8,97.46,134.8,165.76,99.86,34.94
2026-05-31 19:30:00,2026-05-31,40,132.18,97.49,132.18,160.49,99.86,32.32
2026-05-31 20:00:00,2026-05-31,41,119.38,79.12,119.38,153.26,99.86,19.52
2026-05-31 20:30:00,2026-05-31,42,121.03,86.54,121.03,149.14,99.86,21.18
2026-05-31 21:00:00,2026-05-31,43,110.26,75.45,110.26,138.69,99.86,10.4
2026-05-31 21:30:00,2026-05-31,44,109.18,76.61,109.18,135.37,99.86,9.32
2026-05-31 22:00:00,2026-05-31,45,86.71,53.4,86.71,113.64,99.86,-13.15
2026-05-31 22:30:00,2026-05-31,46,86.2,52.02,86.2,114.01,99.86,-13.65
2026-05-31 23:00:00,2026-05-31,47,91.3,50.77,91.3,125.44,99.86,-8.56
2026-05-31 23:30:00,2026-05-31,48,93.2,61.44,93.2,118.58,99.86,-6.66
