settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-08-13 00:00:00,2026-08-13,1,100.09,69.67,100.09,132.86,114.69,-14.6,False
2026-08-13 00:30:00,2026-08-13,2,100.72,66.56,100.72,137.23,114.69,-13.97,False
2026-08-13 01:00:00,2026-08-13,3,101.38,66.05,101.38,139.06,114.69,-13.31,False
2026-08-13 01:30:00,2026-08-13,4,101.15,66.87,101.15,137.78,114.69,-13.54,False
2026-08-13 02:00:00,2026-08-13,5,102.46,68.75,102.46,138.52,114.69,-12.23,False
2026-08-13 02:30:00,2026-08-13,6,101.05,66.19,101.05,138.26,114.69,-13.64,False
2026-08-13 03:00:00,2026-08-13,7,102.98,72.24,102.98,136.05,114.69,-11.72,False
2026-08-13 03:30:00,2026-08-13,8,102.84,67.66,102.84,140.36,114.69,-11.85,False
2026-08-13 04:00:00,2026-08-13,9,100.99,64.79,100.99,139.54,114.69,-13.7,False
2026-08-13 04:30:00,2026-08-13,10,100.57,62.82,100.57,140.67,114.69,-14.12,False
2026-08-13 05:00:00,2026-08-13,11,110.99,73.3,110.99,151.03,114.69,-3.7,False
2026-08-13 05:30:00,2026-08-13,12,113.95,74.94,113.95,155.31,114.69,-0.74,False
2026-08-13 06:00:00,2026-08-13,13,128.68,91.03,128.68,168.68,114.69,13.99,False
2026-08-13 06:30:00,2026-08-13,14,130.09,96.0,130.09,166.53,114.69,15.4,False
2026-08-13 07:00:00,2026-08-13,15,129.64,92.25,129.64,169.38,114.69,14.95,False
2026-08-13 07:30:00,2026-08-13,16,127.34,91.73,127.34,165.3,114.69,12.65,False
2026-08-13 08:00:00,2026-08-13,17,121.85,81.19,121.85,164.85,114.69,7.16,False
2026-08-13 08:30:00,2026-08-13,18,118.63,80.65,118.63,158.96,114.69,3.94,False
2026-08-13 09:00:00,2026-08-13,19,93.01,51.12,93.01,137.25,114.69,-21.68,False
2026-08-13 09:30:00,2026-08-13,20,94.46,52.97,94.46,138.3,114.69,-20.23,False
2026-08-13 10:00:00,2026-08-13,21,91.85,46.65,91.85,139.39,114.69,-22.85,False
2026-08-13 10:30:00,2026-08-13,22,91.72,42.96,91.72,142.82,114.69,-22.97,False
2026-08-13 11:00:00,2026-08-13,23,90.91,43.85,90.91,140.32,114.69,-23.78,False
2026-08-13 11:30:00,2026-08-13,24,88.9,47.27,88.9,132.88,114.69,-25.79,False
2026-08-13 12:00:00,2026-08-13,25,86.77,40.5,86.77,135.39,114.69,-27.92,False
2026-08-13 12:30:00,2026-08-13,26,87.49,37.24,87.49,140.08,114.69,-27.2,False
2026-08-13 13:00:00,2026-08-13,27,82.54,38.84,82.54,128.59,114.69,-32.15,False
2026-08-13 13:30:00,2026-08-13,28,82.22,39.62,82.22,127.17,114.69,-32.47,False
2026-08-13 14:00:00,2026-08-13,29,83.4,36.84,83.4,132.31,114.69,-31.29,False
2026-08-13 14:30:00,2026-08-13,30,89.57,41.18,89.57,140.3,114.69,-25.12,False
2026-08-13 15:00:00,2026-08-13,31,94.12,45.16,94.12,145.42,114.69,-20.57,False
2026-08-13 15:30:00,2026-08-13,32,92.15,41.01,92.15,145.63,114.69,-22.54,False
2026-08-13 16:00:00,2026-08-13,33,100.83,44.62,100.83,159.39,114.69,-13.86,False
2026-08-13 16:30:00,2026-08-13,34,98.43,43.21,98.43,155.99,114.69,-16.27,False
2026-08-13 17:00:00,2026-08-13,35,115.46,71.68,115.46,161.59,114.69,0.77,False
2026-08-13 17:30:00,2026-08-13,36,119.67,71.74,119.67,169.95,114.69,4.98,False
2026-08-13 18:00:00,2026-08-13,37,121.59,72.71,121.59,172.81,114.69,6.9,False
2026-08-13 18:30:00,2026-08-13,38,122.98,83.55,122.98,164.76,114.69,8.29,False
2026-08-13 19:00:00,2026-08-13,39,142.71,102.71,142.71,185.06,114.69,28.02,False
2026-08-13 19:30:00,2026-08-13,40,146.6,109.25,146.6,186.29,114.69,31.91,False
2026-08-13 20:00:00,2026-08-13,41,136.63,93.71,136.63,181.9,114.69,21.94,False
2026-08-13 20:30:00,2026-08-13,42,136.75,99.6,136.75,176.24,114.69,22.05,False
2026-08-13 21:00:00,2026-08-13,43,117.78,80.31,117.78,157.6,114.69,3.09,False
2026-08-13 21:30:00,2026-08-13,44,116.71,81.48,116.71,154.28,114.69,2.02,False
2026-08-13 22:00:00,2026-08-13,45,113.08,77.11,113.08,151.4,114.69,-1.61,False
2026-08-13 22:30:00,2026-08-13,46,113.6,76.76,113.6,152.79,114.69,-1.09,False
2026-08-13 23:00:00,2026-08-13,47,113.78,70.6,113.78,159.31,114.69,-0.91,False
2026-08-13 23:30:00,2026-08-13,48,116.58,82.16,116.58,153.35,114.69,1.89,False
