settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-08-08 00:00:00,2026-08-08,1,102.92,64.91,102.92,131.09,110.27,-7.35,False
2026-08-08 00:30:00,2026-08-08,2,101.86,60.1,101.86,133.77,110.27,-8.41,False
2026-08-08 01:00:00,2026-08-08,3,104.51,61.58,104.51,137.59,110.27,-5.76,False
2026-08-08 01:30:00,2026-08-08,4,104.57,62.69,104.57,136.6,110.27,-5.7,False
2026-08-08 02:00:00,2026-08-08,5,104.18,62.87,104.18,135.64,110.27,-6.09,False
2026-08-08 02:30:00,2026-08-08,6,103.04,60.58,103.04,135.65,110.27,-7.23,False
2026-08-08 03:00:00,2026-08-08,7,99.51,61.18,99.51,127.99,110.27,-10.76,False
2026-08-08 03:30:00,2026-08-08,8,99.46,56.68,99.46,132.38,110.27,-10.82,False
2026-08-08 04:00:00,2026-08-08,9,102.24,58.45,102.24,136.19,110.27,-8.03,False
2026-08-08 04:30:00,2026-08-08,10,104.42,59.08,104.42,139.92,110.27,-5.85,False
2026-08-08 05:00:00,2026-08-08,11,106.58,61.3,106.58,142.02,110.27,-3.69,False
2026-08-08 05:30:00,2026-08-08,12,108.41,61.8,108.41,145.17,110.27,-1.86,False
2026-08-08 06:00:00,2026-08-08,13,112.59,67.34,112.59,147.99,110.27,2.32,False
2026-08-08 06:30:00,2026-08-08,14,117.48,75.79,117.48,149.32,110.27,7.21,False
2026-08-08 07:00:00,2026-08-08,15,111.71,66.73,111.71,146.85,110.27,1.44,False
2026-08-08 07:30:00,2026-08-08,16,114.91,71.7,114.91,148.26,110.27,4.63,False
2026-08-08 08:00:00,2026-08-08,17,115.76,67.5,115.76,154.16,110.27,5.49,False
2026-08-08 08:30:00,2026-08-08,18,103.4,57.82,103.4,139.13,110.27,-6.87,False
2026-08-08 09:00:00,2026-08-08,19,100.45,50.96,100.45,140.08,110.27,-9.82,False
2026-08-08 09:30:00,2026-08-08,20,101.31,52.23,101.31,140.55,110.27,-8.96,False
2026-08-08 10:00:00,2026-08-08,21,89.3,36.5,89.3,132.24,110.27,-20.98,False
2026-08-08 10:30:00,2026-08-08,22,88.23,31.87,88.23,134.74,110.27,-22.04,False
2026-08-08 11:00:00,2026-08-08,23,87.98,33.32,87.98,132.78,110.27,-22.29,False
2026-08-08 11:30:00,2026-08-08,24,87.1,37.87,87.1,126.48,110.27,-23.17,False
2026-08-08 12:00:00,2026-08-08,25,87.93,34.07,87.93,131.95,110.27,-22.34,False
2026-08-08 12:30:00,2026-08-08,26,87.78,29.93,87.78,135.78,110.27,-22.49,False
2026-08-08 13:00:00,2026-08-08,27,88.02,36.72,88.02,129.47,110.27,-22.25,False
2026-08-08 13:30:00,2026-08-08,28,88.25,38.05,88.25,128.6,110.27,-22.02,False
2026-08-08 14:00:00,2026-08-08,29,83.53,29.37,83.53,127.84,110.27,-26.74,False
2026-08-08 14:30:00,2026-08-08,30,82.19,26.2,82.19,128.32,110.27,-28.08,False
2026-08-08 15:00:00,2026-08-08,31,81.18,24.62,81.18,127.89,110.27,-29.09,False
2026-08-08 15:30:00,2026-08-08,32,86.69,27.96,86.69,135.58,110.27,-23.58,False
2026-08-08 16:00:00,2026-08-08,33,106.1,42.29,106.1,160.06,110.27,-4.17,False
2026-08-08 16:30:00,2026-08-08,34,111.66,48.85,111.66,164.63,110.27,1.39,False
2026-08-08 17:00:00,2026-08-08,35,125.35,73.97,125.35,166.87,110.27,15.07,False
2026-08-08 17:30:00,2026-08-08,36,118.92,63.39,118.92,164.6,110.27,8.65,False
2026-08-08 18:00:00,2026-08-08,37,112.93,56.45,112.93,159.56,110.27,2.66,False
2026-08-08 18:30:00,2026-08-08,38,109.49,62.46,109.49,146.67,110.27,-0.78,False
2026-08-08 19:00:00,2026-08-08,39,146.67,99.07,146.67,184.42,110.27,36.4,False
2026-08-08 19:30:00,2026-08-08,40,145.4,100.46,145.4,180.5,110.27,35.13,False
2026-08-08 20:00:00,2026-08-08,41,140.16,89.64,140.16,180.82,110.27,29.88,False
2026-08-08 20:30:00,2026-08-08,42,135.46,90.71,135.46,170.35,110.27,25.19,False
2026-08-08 21:00:00,2026-08-08,43,134.28,89.21,134.28,169.49,110.27,24.01,False
2026-08-08 21:30:00,2026-08-08,44,134.29,91.46,134.29,167.27,110.27,24.02,False
2026-08-08 22:00:00,2026-08-08,45,119.13,75.56,119.13,152.84,110.27,8.86,False
2026-08-08 22:30:00,2026-08-08,46,117.95,73.51,117.95,152.53,110.27,7.67,False
2026-08-08 23:00:00,2026-08-08,47,120.94,70.16,120.94,161.86,110.27,10.66,False
2026-08-08 23:30:00,2026-08-08,48,118.75,76.73,118.75,150.91,110.27,8.47,False
