settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-09 00:00:00,2026-06-09,1,73.45,40.49,73.45,108.57,86.78,-13.33
2026-06-09 00:30:00,2026-06-09,2,78.75,42.05,78.75,117.61,86.78,-8.04
2026-06-09 01:00:00,2026-06-09,3,74.24,36.37,74.24,114.27,86.78,-12.54
2026-06-09 01:30:00,2026-06-09,4,74.08,37.27,74.08,113.07,86.78,-12.7
2026-06-09 02:00:00,2026-06-09,5,70.38,34.14,70.38,108.8,86.78,-16.4
2026-06-09 02:30:00,2026-06-09,6,70.99,33.6,70.99,110.56,86.78,-15.79
2026-06-09 03:00:00,2026-06-09,7,68.31,35.04,68.31,103.74,86.78,-18.48
2026-06-09 03:30:00,2026-06-09,8,68.7,30.98,68.7,108.58,86.78,-18.09
2026-06-09 04:00:00,2026-06-09,9,69.12,30.39,69.12,110.03,86.78,-17.66
2026-06-09 04:30:00,2026-06-09,10,68.12,27.83,68.12,110.57,86.78,-18.66
2026-06-09 05:00:00,2026-06-09,11,78.18,37.95,78.18,120.57,86.78,-8.6
2026-06-09 05:30:00,2026-06-09,12,79.98,38.44,79.98,123.7,86.78,-6.8
2026-06-09 06:00:00,2026-06-09,13,108.54,68.35,108.54,150.89,86.78,21.76
2026-06-09 06:30:00,2026-06-09,14,111.74,75.11,111.74,150.53,86.78,24.96
2026-06-09 07:00:00,2026-06-09,15,101.5,61.58,101.5,143.6,86.78,14.72
2026-06-09 07:30:00,2026-06-09,16,102.24,64.09,102.24,142.55,86.78,15.46
2026-06-09 08:00:00,2026-06-09,17,104.87,61.68,104.87,150.24,86.78,18.09
2026-06-09 08:30:00,2026-06-09,18,107.44,66.93,107.44,150.13,86.78,20.66
2026-06-09 09:00:00,2026-06-09,19,83.43,39.01,83.43,130.03,86.78,-3.35
2026-06-09 09:30:00,2026-06-09,20,79.61,35.58,79.61,125.8,86.78,-7.17
2026-06-09 10:00:00,2026-06-09,21,73.65,25.91,73.65,123.55,86.78,-13.13
2026-06-09 10:30:00,2026-06-09,22,73.33,22.04,73.33,126.8,86.78,-13.45
2026-06-09 11:00:00,2026-06-09,23,71.16,21.57,71.16,122.93,86.78,-15.62
2026-06-09 11:30:00,2026-06-09,24,70.41,26.24,70.41,116.75,86.78,-16.37
2026-06-09 12:00:00,2026-06-09,25,59.89,11.09,59.89,110.87,86.78,-26.89
2026-06-09 12:30:00,2026-06-09,26,66.48,13.7,66.48,121.44,86.78,-20.3
2026-06-09 13:00:00,2026-06-09,27,62.47,16.23,62.47,110.87,86.78,-24.31
2026-06-09 13:30:00,2026-06-09,28,57.1,11.96,57.1,104.4,86.78,-29.68
2026-06-09 14:00:00,2026-06-09,29,65.98,16.88,65.98,117.24,86.78,-20.8
2026-06-09 14:30:00,2026-06-09,30,69.1,18.17,69.1,122.19,86.78,-17.68
2026-06-09 15:00:00,2026-06-09,31,64.25,12.76,64.25,117.92,86.78,-22.53
2026-06-09 15:30:00,2026-06-09,32,60.75,7.07,60.75,116.59,86.78,-26.03
2026-06-09 16:00:00,2026-06-09,33,82.11,23.36,82.11,143.02,86.78,-4.67
2026-06-09 16:30:00,2026-06-09,34,83.68,25.93,83.68,143.61,86.78,-3.1
2026-06-09 17:00:00,2026-06-09,35,94.61,48.3,94.61,143.1,86.78,7.83
2026-06-09 17:30:00,2026-06-09,36,95.32,44.85,95.32,147.95,86.78,8.54
2026-06-09 18:00:00,2026-06-09,37,96.27,44.85,96.27,149.85,86.78,9.49
2026-06-09 18:30:00,2026-06-09,38,94.78,52.82,94.78,138.92,86.78,8.0
2026-06-09 19:00:00,2026-06-09,39,119.23,76.7,119.23,163.94,86.78,32.45
2026-06-09 19:30:00,2026-06-09,40,123.23,83.35,123.23,165.29,86.78,36.45
2026-06-09 20:00:00,2026-06-09,41,120.79,75.33,120.79,168.41,86.78,34.01
2026-06-09 20:30:00,2026-06-09,42,118.6,78.91,118.6,160.46,86.78,31.82
2026-06-09 21:00:00,2026-06-09,43,98.91,58.9,98.91,141.08,86.78,12.13
2026-06-09 21:30:00,2026-06-09,44,101.12,63.36,101.12,141.06,86.78,14.34
2026-06-09 22:00:00,2026-06-09,45,95.05,56.54,95.05,135.72,86.78,8.27
2026-06-09 22:30:00,2026-06-09,46,86.03,46.65,86.03,127.57,86.78,-0.75
2026-06-09 23:00:00,2026-06-09,47,91.09,45.38,91.09,138.98,86.78,4.31
2026-06-09 23:30:00,2026-06-09,48,92.65,55.7,92.65,131.78,86.78,5.87
