settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-07-18 00:00:00,2026-07-18,1,101.27,58.55,101.27,129.09,110.6,-9.33,False
2026-07-18 00:30:00,2026-07-18,2,102.74,56.27,102.74,134.29,110.6,-7.87,False
2026-07-18 01:00:00,2026-07-18,3,100.05,52.42,100.05,132.78,110.6,-10.55,False
2026-07-18 01:30:00,2026-07-18,4,99.16,52.58,99.16,130.84,110.6,-11.44,False
2026-07-18 02:00:00,2026-07-18,5,99.01,52.99,99.01,130.11,110.6,-11.6,False
2026-07-18 02:30:00,2026-07-18,6,99.57,52.41,99.57,131.83,110.6,-11.03,False
2026-07-18 03:00:00,2026-07-18,7,98.8,55.77,98.8,126.93,110.6,-11.8,False
2026-07-18 03:30:00,2026-07-18,8,97.1,49.62,97.1,129.68,110.6,-13.5,False
2026-07-18 04:00:00,2026-07-18,9,99.14,50.63,99.14,132.73,110.6,-11.47,False
2026-07-18 04:30:00,2026-07-18,10,102.73,52.67,102.73,137.87,110.6,-7.88,False
2026-07-18 05:00:00,2026-07-18,11,102.42,52.43,102.42,137.51,110.6,-8.18,False
2026-07-18 05:30:00,2026-07-18,12,104.11,52.79,104.11,140.52,110.6,-6.49,False
2026-07-18 06:00:00,2026-07-18,13,104.52,54.56,104.52,139.56,110.6,-6.09,False
2026-07-18 06:30:00,2026-07-18,14,105.81,59.42,105.81,137.3,110.6,-4.79,False
2026-07-18 07:00:00,2026-07-18,15,98.29,48.59,98.29,133.08,110.6,-12.31,False
2026-07-18 07:30:00,2026-07-18,16,102.95,55.03,102.95,135.95,110.6,-7.66,False
2026-07-18 08:00:00,2026-07-18,17,113.1,60.13,113.1,151.16,110.6,2.5,False
2026-07-18 08:30:00,2026-07-18,18,112.6,62.32,112.6,147.98,110.6,2.0,False
2026-07-18 09:00:00,2026-07-18,19,103.34,49.14,103.34,142.62,110.6,-7.27,False
2026-07-18 09:30:00,2026-07-18,20,102.82,49.02,102.82,141.71,110.6,-7.78,False
2026-07-18 10:00:00,2026-07-18,21,120.91,63.41,120.91,163.51,110.6,10.31,False
2026-07-18 10:30:00,2026-07-18,22,119.35,58.28,119.35,165.5,110.6,8.74,False
2026-07-18 11:00:00,2026-07-18,23,116.75,57.38,116.75,161.21,110.6,6.15,False
2026-07-18 11:30:00,2026-07-18,24,116.29,62.35,116.29,155.31,110.6,5.68,False
2026-07-18 12:00:00,2026-07-18,25,117.51,58.93,117.51,161.18,110.6,6.91,False
2026-07-18 12:30:00,2026-07-18,26,119.91,57.35,119.91,167.56,110.6,9.31,False
2026-07-18 13:00:00,2026-07-18,27,114.35,58.34,114.35,155.45,110.6,3.75,False
2026-07-18 13:30:00,2026-07-18,28,115.93,61.02,115.93,155.92,110.6,5.32,False
2026-07-18 14:00:00,2026-07-18,29,115.85,56.98,115.85,159.8,110.6,5.24,False
2026-07-18 14:30:00,2026-07-18,30,116.01,55.32,116.01,161.8,110.6,5.41,False
2026-07-18 15:00:00,2026-07-18,31,103.56,42.3,103.56,149.92,110.6,-7.04,False
2026-07-18 15:30:00,2026-07-18,32,107.03,43.59,107.03,155.57,110.6,-3.57,False
2026-07-18 16:00:00,2026-07-18,33,111.02,42.5,111.02,164.62,110.6,0.41,False
2026-07-18 16:30:00,2026-07-18,34,108.57,41.04,108.57,161.18,110.6,-2.04,False
2026-07-18 17:00:00,2026-07-18,35,120.83,64.75,120.83,162.01,110.6,10.23,False
2026-07-18 17:30:00,2026-07-18,36,114.09,53.85,114.09,159.41,110.6,3.48,False
2026-07-18 18:00:00,2026-07-18,37,128.58,67.4,128.58,174.86,110.6,17.98,False
2026-07-18 18:30:00,2026-07-18,38,116.02,64.28,116.02,152.85,110.6,5.42,False
2026-07-18 19:00:00,2026-07-18,39,134.78,82.47,134.78,172.17,110.6,24.17,False
2026-07-18 19:30:00,2026-07-18,40,136.02,86.36,136.02,170.76,110.6,25.42,False
2026-07-18 20:00:00,2026-07-18,41,128.24,73.02,128.24,168.56,110.6,17.64,False
2026-07-18 20:30:00,2026-07-18,42,127.41,77.95,127.41,161.95,110.6,16.8,False
2026-07-18 21:00:00,2026-07-18,43,127.54,77.77,127.54,162.41,110.6,16.94,False
2026-07-18 21:30:00,2026-07-18,44,127.55,80.02,127.55,160.18,110.6,16.95,False
2026-07-18 22:00:00,2026-07-18,45,114.92,66.65,114.92,148.29,110.6,4.32,False
2026-07-18 22:30:00,2026-07-18,46,116.91,67.77,116.91,151.15,110.6,6.31,False
2026-07-18 23:00:00,2026-07-18,47,113.88,58.4,113.88,154.46,110.6,3.28,False
2026-07-18 23:30:00,2026-07-18,48,110.29,63.56,110.29,142.11,110.6,-0.31,False
