settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-03 00:00:00,2026-06-03,1,97.83,56.54,97.83,118.97,103.23,-5.4
2026-06-03 00:30:00,2026-06-03,2,94.9,49.86,94.9,119.78,103.23,-8.33
2026-06-03 01:00:00,2026-06-03,3,101.53,55.33,101.53,127.58,103.23,-1.7
2026-06-03 01:30:00,2026-06-03,4,99.28,54.13,99.28,124.28,103.23,-3.95
2026-06-03 02:00:00,2026-06-03,5,95.76,51.18,95.76,120.19,103.23,-7.47
2026-06-03 02:30:00,2026-06-03,6,94.76,49.03,94.76,120.34,103.23,-8.47
2026-06-03 03:00:00,2026-06-03,7,92.62,51.02,92.62,114.07,103.23,-10.61
2026-06-03 03:30:00,2026-06-03,8,90.35,44.3,90.35,116.25,103.23,-12.88
2026-06-03 04:00:00,2026-06-03,9,91.86,44.79,91.86,118.78,103.23,-11.37
2026-06-03 04:30:00,2026-06-03,10,92.37,43.75,92.37,120.84,103.23,-10.86
2026-06-03 05:00:00,2026-06-03,11,100.6,52.04,100.6,129.01,103.23,-2.62
2026-06-03 05:30:00,2026-06-03,12,102.04,52.16,102.04,131.77,103.23,-1.19
2026-06-03 06:00:00,2026-06-03,13,121.96,73.44,121.96,150.33,103.23,18.73
2026-06-03 06:30:00,2026-06-03,14,123.91,78.95,123.91,148.72,103.23,20.68
2026-06-03 07:00:00,2026-06-03,15,111.66,63.4,111.66,139.77,103.23,8.43
2026-06-03 07:30:00,2026-06-03,16,107.88,61.39,107.88,134.21,103.23,4.65
2026-06-03 08:00:00,2026-06-03,17,99.04,47.51,99.04,130.42,103.23,-4.18
2026-06-03 08:30:00,2026-06-03,18,102.54,53.68,102.54,131.23,103.23,-0.69
2026-06-03 09:00:00,2026-06-03,19,83.07,30.31,83.07,115.68,103.23,-20.16
2026-06-03 09:30:00,2026-06-03,20,83.07,30.71,83.07,115.28,103.23,-20.16
2026-06-03 10:00:00,2026-06-03,21,72.36,16.28,72.36,108.28,103.23,-30.87
2026-06-03 10:30:00,2026-06-03,22,77.67,18.03,77.67,117.15,103.23,-25.56
2026-06-03 11:00:00,2026-06-03,23,74.81,16.87,74.81,112.58,103.23,-28.42
2026-06-03 11:30:00,2026-06-03,24,79.4,26.9,79.4,111.75,103.23,-23.83
2026-06-03 12:00:00,2026-06-03,25,77.25,20.1,77.25,114.24,103.23,-25.98
2026-06-03 12:30:00,2026-06-03,26,73.36,12.23,73.36,114.32,103.23,-29.87
2026-06-03 13:00:00,2026-06-03,27,79.05,24.47,79.05,113.47,103.23,-24.18
2026-06-03 13:30:00,2026-06-03,28,83.42,29.94,83.42,116.73,103.23,-19.81
2026-06-03 14:00:00,2026-06-03,29,74.85,17.41,74.85,112.13,103.23,-28.38
2026-06-03 14:30:00,2026-06-03,30,72.53,13.26,72.53,111.63,103.23,-30.7
2026-06-03 15:00:00,2026-06-03,31,80.25,20.42,80.25,119.93,103.23,-22.98
2026-06-03 15:30:00,2026-06-03,32,77.89,15.88,77.89,119.75,103.23,-25.34
2026-06-03 16:00:00,2026-06-03,33,95.32,28.23,95.32,142.24,103.23,-7.91
2026-06-03 16:30:00,2026-06-03,34,100.81,34.72,100.81,146.75,103.23,-2.42
2026-06-03 17:00:00,2026-06-03,35,111.22,56.57,111.22,145.72,103.23,7.99
2026-06-03 17:30:00,2026-06-03,36,109.55,50.75,109.55,148.2,103.23,6.32
2026-06-03 18:00:00,2026-06-03,37,93.12,33.36,93.12,132.72,103.23,-10.11
2026-06-03 18:30:00,2026-06-03,38,96.01,45.7,96.01,126.15,103.23,-7.22
2026-06-03 19:00:00,2026-06-03,39,126.7,75.83,126.7,157.42,103.23,23.48
2026-06-03 19:30:00,2026-06-03,40,129.86,81.63,129.86,157.92,103.23,26.63
2026-06-03 20:00:00,2026-06-03,41,132.79,79.0,132.79,166.43,103.23,29.56
2026-06-03 20:30:00,2026-06-03,42,133.52,85.5,133.52,161.39,103.23,30.29
2026-06-03 21:00:00,2026-06-03,43,117.07,68.72,117.07,145.26,103.23,13.84
2026-06-03 21:30:00,2026-06-03,44,118.4,72.3,118.4,144.35,103.23,15.17
2026-06-03 22:00:00,2026-06-03,45,108.93,62.08,108.93,135.62,103.23,5.7
2026-06-03 22:30:00,2026-06-03,46,107.53,59.82,107.53,135.09,103.23,4.31
2026-06-03 23:00:00,2026-06-03,47,107.65,53.59,107.65,141.54,103.23,4.42
2026-06-03 23:30:00,2026-06-03,48,106.58,61.29,106.58,131.72,103.23,3.35
