settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-05-26 00:00:00,2026-05-26,1,124.22,87.68,124.22,149.07,112.24,11.97
2026-05-26 00:30:00,2026-05-26,2,113.88,73.61,113.88,142.48,112.24,1.64
2026-05-26 01:00:00,2026-05-26,3,100.87,59.43,100.87,130.63,112.24,-11.37
2026-05-26 01:30:00,2026-05-26,4,109.88,69.48,109.88,138.59,112.24,-2.36
2026-05-26 02:00:00,2026-05-26,5,99.33,59.5,99.33,127.47,112.24,-12.91
2026-05-26 02:30:00,2026-05-26,6,101.19,60.21,101.19,130.48,112.24,-11.06
2026-05-26 03:00:00,2026-05-26,7,109.16,72.31,109.16,134.32,112.24,-3.09
2026-05-26 03:30:00,2026-05-26,8,111.57,70.27,111.57,141.18,112.24,-0.67
2026-05-26 04:00:00,2026-05-26,9,115.43,73.12,115.43,146.07,112.24,3.19
2026-05-26 04:30:00,2026-05-26,10,112.08,68.21,112.08,144.26,112.24,-0.16
2026-05-26 05:00:00,2026-05-26,11,107.28,63.48,107.28,139.4,112.24,-4.96
2026-05-26 05:30:00,2026-05-26,12,93.63,48.51,93.63,127.07,112.24,-18.61
2026-05-26 06:00:00,2026-05-26,13,111.05,67.28,111.05,143.13,112.24,-1.2
2026-05-26 06:30:00,2026-05-26,14,108.15,67.94,108.15,136.67,112.24,-4.09
2026-05-26 07:00:00,2026-05-26,15,110.28,66.78,110.28,142.1,112.24,-1.96
2026-05-26 07:30:00,2026-05-26,16,107.51,65.78,107.51,137.55,112.24,-4.74
2026-05-26 08:00:00,2026-05-26,17,110.61,63.84,110.61,145.7,112.24,-1.63
2026-05-26 08:30:00,2026-05-26,18,109.37,65.28,109.37,141.78,112.24,-2.87
2026-05-26 09:00:00,2026-05-26,19,109.89,61.88,109.89,146.21,112.24,-2.36
2026-05-26 09:30:00,2026-05-26,20,99.98,52.37,99.98,135.9,112.24,-12.26
2026-05-26 10:00:00,2026-05-26,21,103.73,52.41,103.73,143.36,112.24,-8.52
2026-05-26 10:30:00,2026-05-26,22,98.49,43.62,98.49,141.69,112.24,-13.75
2026-05-26 11:00:00,2026-05-26,23,89.15,35.98,89.15,130.64,112.24,-23.09
2026-05-26 11:30:00,2026-05-26,24,88.41,40.66,88.41,124.47,112.24,-23.84
2026-05-26 12:00:00,2026-05-26,25,82.43,30.04,82.43,123.13,112.24,-29.81
2026-05-26 12:30:00,2026-05-26,26,84.59,28.22,84.59,129.27,112.24,-27.65
2026-05-26 13:00:00,2026-05-26,27,97.75,47.93,97.75,135.88,112.24,-14.49
2026-05-26 13:30:00,2026-05-26,28,93.25,44.53,93.25,130.28,112.24,-19.0
2026-05-26 14:00:00,2026-05-26,29,84.36,31.68,84.36,125.35,112.24,-27.89
2026-05-26 14:30:00,2026-05-26,30,82.23,27.73,82.23,125.05,112.24,-30.01
2026-05-26 15:00:00,2026-05-26,31,92.44,37.37,92.44,135.84,112.24,-19.8
2026-05-26 15:30:00,2026-05-26,32,93.68,36.43,93.68,139.25,112.24,-18.56
2026-05-26 16:00:00,2026-05-26,33,97.56,35.23,97.56,148.2,112.24,-14.68
2026-05-26 16:30:00,2026-05-26,34,106.52,45.18,106.52,156.17,112.24,-5.73
2026-05-26 17:00:00,2026-05-26,35,129.86,79.96,129.86,168.07,112.24,17.61
2026-05-26 17:30:00,2026-05-26,36,129.64,75.59,129.64,172.0,112.24,17.39
2026-05-26 18:00:00,2026-05-26,37,142.49,87.5,142.49,185.8,112.24,30.25
2026-05-26 18:30:00,2026-05-26,38,148.17,102.63,148.17,182.03,112.24,35.93
2026-05-26 19:00:00,2026-05-26,39,162.0,115.88,162.0,196.43,112.24,49.76
2026-05-26 19:30:00,2026-05-26,40,157.42,113.95,157.42,189.2,112.24,45.18
2026-05-26 20:00:00,2026-05-26,41,151.99,102.95,151.99,189.34,112.24,39.75
2026-05-26 20:30:00,2026-05-26,42,145.79,102.53,145.79,177.38,112.24,33.55
2026-05-26 21:00:00,2026-05-26,43,140.05,96.46,140.05,171.95,112.24,27.8
2026-05-26 21:30:00,2026-05-26,44,138.99,97.65,138.99,168.65,112.24,26.75
2026-05-26 22:00:00,2026-05-26,45,122.41,80.32,122.41,152.81,112.24,10.17
2026-05-26 22:30:00,2026-05-26,46,116.12,73.16,116.12,147.39,112.24,3.87
2026-05-26 23:00:00,2026-05-26,47,108.08,58.78,108.08,145.69,112.24,-4.16
2026-05-26 23:30:00,2026-05-26,48,117.13,76.6,117.13,145.98,112.24,4.89
