settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-06-13 00:00:00,2026-06-13,1,94.69,94.69,94.69,94.69,69.84,-12.51,True
2026-06-13 00:30:00,2026-06-13,2,78.74,78.74,78.74,78.74,69.84,-13.75,True
2026-06-13 01:00:00,2026-06-13,3,73.05,73.05,73.05,73.05,69.84,-14.99,True
2026-06-13 01:30:00,2026-06-13,4,63.86,63.86,63.86,63.86,69.84,-15.04,True
2026-06-13 02:00:00,2026-06-13,5,13.05,13.05,13.05,13.05,69.84,-14.55,True
2026-06-13 02:30:00,2026-06-13,6,-8.0,-8.0,-8.0,-8.0,69.84,-15.95,True
2026-06-13 03:00:00,2026-06-13,7,55.44,55.44,55.44,55.44,69.84,-16.8,True
2026-06-13 03:30:00,2026-06-13,8,60.04,60.04,60.04,60.04,69.84,-14.76,True
2026-06-13 04:00:00,2026-06-13,9,86.17,86.17,86.17,86.17,69.84,-11.71,True
2026-06-13 04:30:00,2026-06-13,10,54.51,54.51,54.51,54.51,69.84,-15.09,True
2026-06-13 05:00:00,2026-06-13,11,52.15,52.15,52.15,52.15,69.84,-13.22,True
2026-06-13 05:30:00,2026-06-13,12,-14.1,-14.1,-14.1,-14.1,69.84,-11.16,True
2026-06-13 06:00:00,2026-06-13,13,0.0,0.0,0.0,0.0,69.84,-3.13,True
2026-06-13 06:30:00,2026-06-13,14,7.9,7.9,7.9,7.9,69.84,0.93,True
2026-06-13 07:00:00,2026-06-13,15,12.47,12.47,12.47,12.47,69.84,2.69,True
2026-06-13 07:30:00,2026-06-13,16,10.97,10.97,10.97,10.97,69.84,4.54,True
2026-06-13 08:00:00,2026-06-13,17,-1.69,-1.69,-1.69,-1.69,69.84,3.11,True
2026-06-13 08:30:00,2026-06-13,18,-5.6,-5.6,-5.6,-5.6,69.84,4.86,True
2026-06-13 09:00:00,2026-06-13,19,-4.22,-4.22,-4.22,-4.22,69.84,-1.31,True
2026-06-13 09:30:00,2026-06-13,20,-6.48,-6.48,-6.48,-6.48,69.84,-1.64,True
2026-06-13 10:00:00,2026-06-13,21,36.15,36.15,36.15,36.15,69.84,0.15,True
2026-06-13 10:30:00,2026-06-13,22,-7.01,-7.01,-7.01,-7.01,69.84,0.5,True
2026-06-13 11:00:00,2026-06-13,23,52.9,-4.89,52.9,113.63,69.84,-3.75,False
2026-06-13 11:30:00,2026-06-13,24,52.9,0.54,52.9,108.21,69.84,-3.75,False
2026-06-13 12:00:00,2026-06-13,25,52.56,-4.44,52.56,112.51,69.84,-4.09,False
2026-06-13 12:30:00,2026-06-13,26,51.74,-9.24,51.74,115.67,69.84,-4.91,False
2026-06-13 13:00:00,2026-06-13,27,53.13,-1.3,53.13,110.51,69.84,-3.52,False
2026-06-13 13:30:00,2026-06-13,28,51.62,-1.71,51.62,107.89,69.84,-5.03,False
2026-06-13 14:00:00,2026-06-13,29,52.99,-4.3,52.99,113.22,69.84,-3.66,False
2026-06-13 14:30:00,2026-06-13,30,52.99,-6.13,52.99,115.05,69.84,-3.66,False
2026-06-13 15:00:00,2026-06-13,31,56.81,-2.88,56.81,119.45,69.84,0.16,False
2026-06-13 15:30:00,2026-06-13,32,58.77,-3.1,58.77,123.59,69.84,2.12,False
2026-06-13 16:00:00,2026-06-13,33,67.79,0.85,67.79,137.68,69.84,11.14,False
2026-06-13 16:30:00,2026-06-13,34,71.55,5.6,71.55,140.45,69.84,14.9,False
2026-06-13 17:00:00,2026-06-13,35,82.79,28.28,82.79,140.25,69.84,26.14,False
2026-06-13 17:30:00,2026-06-13,36,79.21,20.55,79.21,140.82,69.84,22.56,False
2026-06-13 18:00:00,2026-06-13,37,84.33,24.72,84.33,146.89,69.84,27.68,False
2026-06-13 18:30:00,2026-06-13,38,83.54,33.38,83.54,136.64,69.84,26.89,False
2026-06-13 19:00:00,2026-06-13,39,83.56,32.83,83.56,137.24,69.84,26.91,False
2026-06-13 19:30:00,2026-06-13,40,83.19,35.11,83.19,134.22,69.84,26.54,False
2026-06-13 20:00:00,2026-06-13,41,76.26,22.61,76.26,132.85,69.84,19.61,False
2026-06-13 20:30:00,2026-06-13,42,77.42,29.54,77.42,128.25,69.84,20.78,False
2026-06-13 21:00:00,2026-06-13,43,65.46,17.26,65.46,116.61,69.84,8.81,False
2026-06-13 21:30:00,2026-06-13,44,67.4,21.44,67.4,116.3,69.84,10.75,False
2026-06-13 22:00:00,2026-06-13,45,58.89,12.19,58.89,108.54,69.84,2.24,False
2026-06-13 22:30:00,2026-06-13,46,58.24,10.67,58.24,108.76,69.84,1.59,False
2026-06-13 23:00:00,2026-06-13,47,57.84,3.93,57.84,114.7,69.84,1.19,False
2026-06-13 23:30:00,2026-06-13,48,59.06,13.91,59.06,107.16,69.84,2.41,False
