settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-05-29 00:00:00,2026-05-29,1,90.15,54.36,90.15,113.9,90.45,-0.31
2026-05-29 00:30:00,2026-05-29,2,90.54,51.01,90.54,118.03,90.45,0.09
2026-05-29 01:00:00,2026-05-29,3,93.1,52.4,93.1,121.76,90.45,2.65
2026-05-29 01:30:00,2026-05-29,4,92.04,52.39,92.04,119.65,90.45,1.58
2026-05-29 02:00:00,2026-05-29,5,89.18,50.1,89.18,116.22,90.45,-1.28
2026-05-29 02:30:00,2026-05-29,6,80.64,40.41,80.64,108.83,90.45,-9.81
2026-05-29 03:00:00,2026-05-29,7,78.59,42.49,78.59,102.65,90.45,-11.87
2026-05-29 03:30:00,2026-05-29,8,83.55,43.0,83.55,112.06,90.45,-6.9
2026-05-29 04:00:00,2026-05-29,9,89.39,47.82,89.39,118.92,90.45,-1.07
2026-05-29 04:30:00,2026-05-29,10,90.88,47.76,90.88,121.96,90.45,0.43
2026-05-29 05:00:00,2026-05-29,11,97.17,54.11,97.17,128.19,90.45,6.71
2026-05-29 05:30:00,2026-05-29,12,88.36,43.98,88.36,120.69,90.45,-2.1
2026-05-29 06:00:00,2026-05-29,13,98.53,55.51,98.53,129.51,90.45,8.08
2026-05-29 06:30:00,2026-05-29,14,96.73,57.27,96.73,124.15,90.45,6.27
2026-05-29 07:00:00,2026-05-29,15,94.14,51.38,94.14,124.86,90.45,3.68
2026-05-29 07:30:00,2026-05-29,16,88.98,48.0,88.98,117.92,90.45,-1.48
2026-05-29 08:00:00,2026-05-29,17,83.9,37.87,83.9,117.89,90.45,-6.55
2026-05-29 08:30:00,2026-05-29,18,82.24,38.89,82.24,113.54,90.45,-8.22
2026-05-29 09:00:00,2026-05-29,19,77.95,30.69,77.95,113.17,90.45,-12.51
2026-05-29 09:30:00,2026-05-29,20,80.45,33.59,80.45,115.27,90.45,-10.01
2026-05-29 10:00:00,2026-05-29,21,66.53,15.96,66.53,105.06,90.45,-23.92
2026-05-29 10:30:00,2026-05-29,22,64.3,10.17,64.3,106.38,90.45,-26.16
2026-05-29 11:00:00,2026-05-29,23,70.26,17.83,70.26,110.65,90.45,-20.19
2026-05-29 11:30:00,2026-05-29,24,69.49,22.49,69.49,104.45,90.45,-20.97
2026-05-29 12:00:00,2026-05-29,25,63.27,11.63,63.27,102.86,90.45,-27.19
2026-05-29 12:30:00,2026-05-29,26,54.67,-0.95,54.67,98.25,90.45,-35.78
2026-05-29 13:00:00,2026-05-29,27,52.64,3.57,52.64,89.67,90.45,-37.82
2026-05-29 13:30:00,2026-05-29,28,55.23,7.26,55.23,91.15,90.45,-35.23
2026-05-29 14:00:00,2026-05-29,29,51.87,-0.06,51.87,91.76,90.45,-38.58
2026-05-29 14:30:00,2026-05-29,30,50.93,-2.83,50.93,92.64,90.45,-39.53
2026-05-29 15:00:00,2026-05-29,31,51.87,-2.46,51.87,94.15,90.45,-38.59
2026-05-29 15:30:00,2026-05-29,32,54.89,-1.62,54.89,99.36,90.45,-35.56
2026-05-29 16:00:00,2026-05-29,33,80.85,19.27,80.85,130.39,90.45,-9.6
2026-05-29 16:30:00,2026-05-29,34,83.87,23.28,83.87,132.42,90.45,-6.59
2026-05-29 17:00:00,2026-05-29,35,101.08,51.93,101.08,138.19,90.45,10.63
2026-05-29 17:30:00,2026-05-29,36,92.42,39.13,92.42,133.68,90.45,1.97
2026-05-29 18:00:00,2026-05-29,37,102.86,48.61,102.86,145.07,90.45,12.4
2026-05-29 18:30:00,2026-05-29,38,111.27,66.47,111.27,144.03,90.45,20.81
2026-05-29 19:00:00,2026-05-29,39,139.96,94.6,139.96,173.29,90.45,49.51
2026-05-29 19:30:00,2026-05-29,40,143.42,100.7,143.42,174.1,90.45,52.97
2026-05-29 20:00:00,2026-05-29,41,134.6,86.31,134.6,170.84,90.45,44.14
2026-05-29 20:30:00,2026-05-29,42,134.11,91.6,134.11,164.59,90.45,43.66
2026-05-29 21:00:00,2026-05-29,43,113.03,70.19,113.03,143.83,90.45,22.57
2026-05-29 21:30:00,2026-05-29,44,121.2,80.61,121.2,149.76,90.45,30.75
2026-05-29 22:00:00,2026-05-29,45,85.16,43.82,85.16,114.46,90.45,-5.3
2026-05-29 22:30:00,2026-05-29,46,90.12,47.91,90.12,120.29,90.45,-0.34
2026-05-29 23:00:00,2026-05-29,47,97.26,48.72,97.26,133.77,90.45,6.81
2026-05-29 23:30:00,2026-05-29,48,98.09,58.3,98.09,125.84,90.45,7.64
