settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation
2026-06-11 00:00:00,2026-06-11,1,98.67,59.77,98.67,120.43,101.88,-3.21
2026-06-11 00:30:00,2026-06-11,2,97.99,55.35,97.99,123.49,101.88,-3.89
2026-06-11 01:00:00,2026-06-11,3,95.61,51.8,95.61,122.29,101.88,-6.26
2026-06-11 01:30:00,2026-06-11,4,93.97,51.22,93.97,119.6,101.88,-7.9
2026-06-11 02:00:00,2026-06-11,5,89.24,47.05,89.24,114.29,101.88,-12.64
2026-06-11 02:30:00,2026-06-11,6,91.74,48.4,91.74,117.94,101.88,-10.14
2026-06-11 03:00:00,2026-06-11,7,86.04,46.84,86.04,108.12,101.88,-15.83
2026-06-11 03:30:00,2026-06-11,8,90.88,47.22,90.88,117.4,101.88,-11.0
2026-06-11 04:00:00,2026-06-11,9,88.85,44.18,88.85,116.4,101.88,-13.02
2026-06-11 04:30:00,2026-06-11,10,95.73,49.5,95.73,124.82,101.88,-6.15
2026-06-11 05:00:00,2026-06-11,11,101.94,55.78,101.94,130.98,101.88,0.07
2026-06-11 05:30:00,2026-06-11,12,100.0,52.51,100.0,130.35,101.88,-1.88
2026-06-11 06:00:00,2026-06-11,13,120.92,74.79,120.92,149.91,101.88,19.04
2026-06-11 06:30:00,2026-06-11,14,121.84,79.27,121.84,147.27,101.88,19.96
2026-06-11 07:00:00,2026-06-11,15,132.74,86.87,132.74,161.48,101.88,30.86
2026-06-11 07:30:00,2026-06-11,16,129.05,84.96,129.05,156.0,101.88,27.17
2026-06-11 08:00:00,2026-06-11,17,128.62,79.48,128.62,160.62,101.88,26.74
2026-06-11 08:30:00,2026-06-11,18,126.02,79.56,126.02,155.34,101.88,24.14
2026-06-11 09:00:00,2026-06-11,19,120.29,69.92,120.29,153.52,101.88,18.41
2026-06-11 09:30:00,2026-06-11,20,117.45,67.48,117.45,150.28,101.88,15.57
2026-06-11 10:00:00,2026-06-11,21,108.55,54.88,108.55,145.1,101.88,6.68
2026-06-11 10:30:00,2026-06-11,22,110.46,53.22,110.46,150.56,101.88,8.58
2026-06-11 11:00:00,2026-06-11,23,103.14,47.61,103.14,141.55,101.88,1.27
2026-06-11 11:30:00,2026-06-11,24,102.36,52.25,102.36,135.33,101.88,0.48
2026-06-11 12:00:00,2026-06-11,25,98.54,43.79,98.54,136.15,101.88,-3.34
2026-06-11 12:30:00,2026-06-11,26,98.28,39.55,98.28,139.87,101.88,-3.6
2026-06-11 13:00:00,2026-06-11,27,98.88,46.7,98.88,133.92,101.88,-3.0
2026-06-11 13:30:00,2026-06-11,28,98.14,47.06,98.14,132.08,101.88,-3.74
2026-06-11 14:00:00,2026-06-11,29,102.22,47.18,102.22,140.12,101.88,0.34
2026-06-11 14:30:00,2026-06-11,30,104.47,47.6,104.47,144.2,101.88,2.59
2026-06-11 15:00:00,2026-06-11,31,103.11,45.68,103.11,143.42,101.88,1.24
2026-06-11 15:30:00,2026-06-11,32,103.49,43.87,103.49,145.98,101.88,1.62
2026-06-11 16:00:00,2026-06-11,33,105.73,41.04,105.73,153.28,101.88,3.85
2026-06-11 16:30:00,2026-06-11,34,97.65,33.95,97.65,144.21,101.88,-4.23
2026-06-11 17:00:00,2026-06-11,35,110.74,58.49,110.74,145.87,101.88,8.87
2026-06-11 17:30:00,2026-06-11,36,110.94,54.53,110.94,150.21,101.88,9.06
2026-06-11 18:00:00,2026-06-11,37,96.34,38.99,96.34,136.57,101.88,-5.53
2026-06-11 18:30:00,2026-06-11,38,92.6,44.69,92.6,123.37,101.88,-9.28
2026-06-11 19:00:00,2026-06-11,39,129.86,81.38,129.86,161.2,101.88,27.98
2026-06-11 19:30:00,2026-06-11,40,139.36,93.53,139.36,168.06,101.88,37.49
2026-06-11 20:00:00,2026-06-11,41,130.07,78.67,130.07,164.33,101.88,28.19
2026-06-11 20:30:00,2026-06-11,42,129.08,83.45,129.08,157.57,101.88,27.2
2026-06-11 21:00:00,2026-06-11,43,125.44,79.5,125.44,154.26,101.88,23.57
2026-06-11 21:30:00,2026-06-11,44,125.07,81.37,125.07,151.65,101.88,23.2
2026-06-11 22:00:00,2026-06-11,45,106.46,62.01,106.46,133.77,101.88,4.58
2026-06-11 22:30:00,2026-06-11,46,106.54,61.23,106.54,134.73,101.88,4.67
2026-06-11 23:00:00,2026-06-11,47,105.35,53.69,105.35,139.87,101.88,3.47
2026-06-11 23:30:00,2026-06-11,48,100.02,57.13,100.02,125.79,101.88,-1.85
