settlement_datetime,settlement_date,settlement_period,ssp_predicted,ssp_q10,ssp_q50,ssp_q90,pred_daily_level,pred_deviation,is_actual
2026-06-18 00:00:00,2026-06-18,1,97.85,72.23,97.85,129.09,97.12,0.73,False
2026-06-18 00:30:00,2026-06-18,2,96.01,66.65,96.01,130.99,97.12,-1.11,False
2026-06-18 01:00:00,2026-06-18,3,90.92,60.39,90.92,127.07,97.12,-6.2,False
2026-06-18 01:30:00,2026-06-18,4,94.65,65.17,94.65,129.75,97.12,-2.48,False
2026-06-18 02:00:00,2026-06-18,5,93.24,64.33,93.24,127.77,97.12,-3.88,False
2026-06-18 02:30:00,2026-06-18,6,90.14,60.08,90.14,125.82,97.12,-6.98,False
2026-06-18 03:00:00,2026-06-18,7,86.63,60.7,86.63,118.18,97.12,-10.49,False
2026-06-18 03:30:00,2026-06-18,8,90.95,60.57,90.95,126.95,97.12,-6.17,False
2026-06-18 04:00:00,2026-06-18,9,89.51,58.11,89.51,126.53,97.12,-7.61,False
2026-06-18 04:30:00,2026-06-18,10,89.33,56.38,89.33,127.9,97.12,-7.79,False
2026-06-18 05:00:00,2026-06-18,11,99.78,66.89,99.78,138.29,97.12,2.66,False
2026-06-18 05:30:00,2026-06-18,12,100.4,66.2,100.4,140.23,97.12,3.28,False
2026-06-18 06:00:00,2026-06-18,13,116.03,83.18,116.03,154.5,97.12,18.91,False
2026-06-18 06:30:00,2026-06-18,14,120.19,90.9,120.19,155.1,97.12,23.07,False
2026-06-18 07:00:00,2026-06-18,15,113.94,81.35,113.94,152.15,97.12,16.82,False
2026-06-18 07:30:00,2026-06-18,16,121.15,90.34,121.15,157.57,97.12,24.02,False
2026-06-18 08:00:00,2026-06-18,17,114.14,78.28,114.14,155.61,97.12,17.01,False
2026-06-18 08:30:00,2026-06-18,18,116.91,83.73,116.91,155.71,97.12,19.79,False
2026-06-18 09:00:00,2026-06-18,19,101.17,64.08,101.17,143.88,97.12,4.05,False
2026-06-18 09:30:00,2026-06-18,20,101.38,64.69,101.38,143.69,97.12,4.25,False
2026-06-18 10:00:00,2026-06-18,21,101.43,61.03,101.43,147.45,97.12,4.31,False
2026-06-18 10:30:00,2026-06-18,22,100.65,56.69,100.65,150.23,97.12,3.53,False
2026-06-18 11:00:00,2026-06-18,23,104.96,62.71,104.96,152.84,97.12,7.84,False
2026-06-18 11:30:00,2026-06-18,24,104.14,67.31,104.14,146.59,97.12,7.01,False
2026-06-18 12:00:00,2026-06-18,25,101.53,60.06,101.53,148.62,97.12,4.41,False
2026-06-18 12:30:00,2026-06-18,26,99.81,54.36,99.81,150.88,97.12,2.69,False
2026-06-18 13:00:00,2026-06-18,27,92.17,53.27,92.17,136.69,97.12,-4.96,False
2026-06-18 13:30:00,2026-06-18,28,91.64,53.85,91.64,135.06,97.12,-5.48,False
2026-06-18 14:00:00,2026-06-18,29,96.33,54.57,96.33,143.71,97.12,-0.79,False
2026-06-18 14:30:00,2026-06-18,30,96.66,53.07,96.66,145.86,97.12,-0.47,False
2026-06-18 15:00:00,2026-06-18,31,93.88,49.73,93.88,143.66,97.12,-3.24,False
2026-06-18 15:30:00,2026-06-18,32,93.01,46.67,93.01,144.97,97.12,-4.11,False
2026-06-18 16:00:00,2026-06-18,33,100.68,49.27,100.68,157.71,97.12,3.56,False
2026-06-18 16:30:00,2026-06-18,34,112.27,61.86,112.27,168.31,97.12,15.15,False
2026-06-18 17:00:00,2026-06-18,35,115.51,76.53,115.51,160.11,97.12,18.38,False
2026-06-18 17:30:00,2026-06-18,36,109.34,66.21,109.34,158.09,97.12,12.22,False
2026-06-18 18:00:00,2026-06-18,37,93.51,49.43,93.51,143.21,97.12,-3.62,False
2026-06-18 18:30:00,2026-06-18,38,93.8,59.18,93.8,134.05,97.12,-3.32,False
2026-06-18 19:00:00,2026-06-18,39,117.33,82.13,117.33,158.15,97.12,20.21,False
2026-06-18 19:30:00,2026-06-18,40,124.37,91.82,124.37,162.54,97.12,27.25,False
2026-06-18 20:00:00,2026-06-18,41,121.21,83.09,121.21,164.95,97.12,24.08,False
2026-06-18 20:30:00,2026-06-18,42,120.77,88.42,120.77,158.74,97.12,23.65,False
2026-06-18 21:00:00,2026-06-18,43,115.51,82.84,115.51,153.8,97.12,18.39,False
2026-06-18 21:30:00,2026-06-18,44,115.38,84.95,115.38,151.43,97.12,18.25,False
2026-06-18 22:00:00,2026-06-18,45,97.24,66.07,97.24,134.03,97.12,0.12,False
2026-06-18 22:30:00,2026-06-18,46,97.41,65.37,97.41,135.07,97.12,0.28,False
2026-06-18 23:00:00,2026-06-18,47,98.87,60.49,98.87,142.87,97.12,1.74,False
2026-06-18 23:30:00,2026-06-18,48,100.04,70.42,100.04,135.28,97.12,2.91,False
